ISBN,Title,Author,Format,Gross Qty,Returned Qty,Net Qty,Net Compensation,Sales Market
9781608880836,Capital Ships of the Imperial Japanese Navy 1868-1945: The Yamato Class and Subsequent Planning,"Lengerer, Hans",Hardcover,951,0,951,11761.54,US
9781608881819,Imperial Japanese Navy 1932-1945 Warships and Colours: With Japanese Army Vessels and Three Special Bonus Pages,"Wright, Malcolm",Hardcover,422,0,422,10363.04,US
9781608880584,The Essential Saker: from the trenches of the emerging multipolar world,"The Saker,",Hardcover,1001,0,1001,7795.39,US
9781608880461,The World Wonder'd: What Really Happened Off Samar,"Lundgren, Robert",Hardcover,942,0,942,7747.18,US
9781934840856,Building the PT Boats: An Illustrated History of U.S. Navy Torpedo Boat Construction in World War II,"Andruss Sr, Frank J.,  J.",Paperback,340,0,340,6607.23,US
9781608881208,Why the USS Scorpion (SSN 589) Was Lost: The Death of a Submarine in the North Atlantic,"Rule, Bruce",Hardcover,539,0,539,5519.36,US
9781608881642,Empire of Chaos,"Escobar, Pepe",Hardcover,512,-1,511,4822.27,US
9781934840177,The Handbook of Fifth-Generation Warfare (5GW),"Abbott, Daniel H.",Hardcover,450,0,450,4059.12,US
9780978813826,GLOBALISTAN: An Antidote to THE WORLD IS FLAT,"Escobar, Pepe,",Paperback,184,0,184,3846.35,US
9781608881819,Imperial Japanese Navy 1932-1945 Warships and Colours: With Japanese Army Vessels and Three Special Bonus Pages,"Wright, Malcolm",Hardcover,107,0,107,3744.04,UK
9781608881680,Why the USS Thresher (SSN 593) Was Lost,"Rule, Bruce",Hardcover,536,0,536,3532.81,US
9781608880577,Department of Defense Law of War Manual,"Department of Defense, OGC",Hardcover,65,0,65,2954.23,US
9781934840986,Blood on Our Hands: The American Invasion and Destruction of Iraq,"Davies, Nicolas J. S.",Paperback,274,0,274,2810.25,US
9781608880584,The Essential Saker: from the trenches of the emerging multipolar world,"The Saker,",Hardcover,361,0,361,2740.89,UK
9781608880881,Spacepower: Doctrine for Space Forces,United States Space Force,Hardcover,340,0,340,2542.9,US
9781608881888,Navigation Rules and Regulations Handbook,Department of Homeland Security,Hardcover,380,-1,379,2528.28,US
9781608881192,Jane's Fighting Ships 1900 (facsimile edition),"Jane, Frederick T.",Paperback,47,-1,46,2387.88,US
9781934840467,"The John Boyd Roundtable: Debating Science, Strategy, and War","Safranski, Mark",Paperback,160,0,160,2161.75,US
9781608881642,Empire of Chaos,"Escobar, Pepe",Hardcover,242,0,242,2090.22,UK
9781608881499,PT Boats Behind The Scenes,"Andruss Sr., Frank J.",Hardcover,100,0,100,2067.37,US
9780978813826,GLOBALISTAN: An Antidote to THE WORLD IS FLAT,"Escobar, Pepe,",Paperback,140,0,140,1903.5,UK
9781608880836,Capital Ships of the Imperial Japanese Navy 1868-1945: The Yamato Class and Subsequent Planning,"Lengerer, Hans",Hardcover,128,0,128,1890.22,UK
9781608881130,The Royal Navy's Revenge and Other Little-Known Encounters of the War at Sea,"O'Hara, Vincent P.",Hardcover,168,0,168,1668.32,US
9781608881802,Pieces of History: Artifacts of the PT Boat Navy,"Andruss, Frank, J.",Hardcover,107,0,107,1615.12,US
9781934840832,Obama Does Globalistan,"Escobar, Pepe",Paperback,122,0,122,1582.63,US
9781608881604,FLEETS OF WORLD WAR II: Design History and Analysis for Every Ship of Every Navy (Revised Edition),"Worth, Richard",Hardcover,198,0,198,1534.03,US
9781608882335,Raging Twenties: Great Power Politics Meets Techno-Feudalism,"Escobar, Pepe",Hardcover,155,0,155,1491.45,US
9780979920516,Global Perspectives on Space Power,"Szymanski, Paul,",Hardcover,51,0,51,1465.71,US
9781608880737,Building the PT Boats: An Illustrated History of U.S. Navy Torpedo Boat Construction in World War II,"Andruss Sr., Frank, J.",Hardcover,65,0,65,1438.05,US
9781608880355,2030,"Escobar, Pepe",Paperback,282,0,282,1385.59,US
9781608880591,Report of Operation HighJump: U.S. Navy Antarctic Development Program 1947,U.S. Navy,Hardcover,180,0,180,1233.74,US
9781608881376,The Art of War of Bernadotte,"Bernadotte, Jean-Baptiste",Paperback,217,0,217,1233.37,US
9781608881437,United States - Vietnam Relations 1945 - 1967 (The Pentagon Papers) (Volume 1),"Office of the Secretary of Defense,",Hardcover,53,0,53,1212.66,US
9781608881659,Battleship Victory: Principles of Sea Power in the War in the Pacific,"Lundgren, Robert",Hardcover,124,0,124,1164.19,US
9781608881666,"Amalgamated International and U.S. Inland Navigation Rules: Amalgamation of the International Regulations for Preventing Collisions at Sea and the U.S. Inland Navigation Rules, their Annexes, and associated Federal regulations",United States Coast Guard,Hardcover,248,0,248,1037.4,US
9781608880997,MTBSTC: Motor Torpedo Boat Squadrons Center,"Jones, Charles B.",Hardcover,57,0,57,949.78,US
9781608880553,Alien: How Operational Art Devoured Strategy,"Kelly, Justin",Paperback,95,0,95,906.35,US
9781934840986,Blood on Our Hands: The American Invasion and Destruction of Iraq,"Davies, Nicolas J. S.",Paperback,97,0,97,885.79,UK
9781608880133,"U.S. Patrol Torpedo Boats in World War II, 1939-1945","Connelly, T. Garth",Paperback,64,0,64,833.63,US
9781934840177,The Handbook of Fifth-Generation Warfare (5GW),"Abbott, Daniel H.",Hardcover,103,0,103,790.66,UK
9781608881628,Halsey's Decision: Organizational Failure at Leyte Gulf,"Brooks, David L.",Paperback,152,0,152,775.06,US
9781934840979,Principles of War,"Hapsburg, Archduke Charles von",Paperback,82,0,82,772.1,US
9781608880089,European Axis Signal Intelligence in World War II,"National Security Agency,",Hardcover,15,0,15,770.22,US
9781608880355,2030,"Escobar, Pepe",Paperback,253,0,253,767.44,UK
9781934840443,The Unauthorized Harry Potter Quiz Book: 165 Questions Ranging from The Sorcerer's Stone to The Deathly Hallows,"Davis, Graeme",Paperback,54,0,54,760.33,US
9781934840184,"BB-67 Montana, U.S. Navy Battleship: Why She Matters Today","Zimmerman, W. Frederick",Paperback,76,0,76,757.23,US
9781934840917,Dark Navy: The Italian Regia Marina and the Armistice of 8 September 1943,"O'Hara, Vincent",Paperback,75,0,75,754.17,US
9781608880508,Rise of the Drones: Unmanned Systems and the Future of War,"U. S. House of Representatives, House Of",Paperback,70,0,70,695.69,US
9781608880461,The World Wonder'd: What Really Happened Off Samar,"Lundgren, Robert",Hardcover,103,0,103,656.11,UK
9781608881062,Brave Just Like Me,"Ruff, Kimberly",Paperback,159,0,159,594,US
9781608884087,Football Nomad,"Radakovich, Dan",Hardcover,46,0,46,566.02,US
9781934840467,"The John Boyd Roundtable: Debating Science, Strategy, and War","Safranski, Mark",Paperback,84,0,84,562.74,UK
9781608880270,Historical Bibliography of Sea Mine Warfare,"Patterson, Andrew",Paperback,58,0,58,559.9,US
9781608882007,A Good and Favorable Wind: The Unusual Story Of A Submarine Under Sail And Its Cautionary Lessons For The Modern Navy,"Johnston, David, L.",Hardcover,60,0,60,555.55,US
9781934840832,Obama Does Globalistan,"Escobar, Pepe",Paperback,44,0,44,547.96,UK
9781608880225,"Operation Sea Lion: A Joint Critical Analysis, Or, How Hitler Could Have Won, If He Were More Joint","McCanne, Lt Col Randy",Paperback,43,0,43,545.5,US
9781608880348,The Russia-Georgia War,"Boufesis, Alexandros Fox",Hardcover,77,0,77,543.28,US
9781608881017,Thunder in its Courses: Essays on the Battlecruiser,"Worth, Richard",Hardcover,52,0,52,515.44,US
9781608882335,Raging Twenties: Great Power Politics Meets Techno-Feudalism,"Escobar, Pepe",Hardcover,42,0,42,492.98,UK
9781608882359,History of the Indian tribes of North America [Single-Volume Facsimile Edition]: with Biographical Sketches and Anecdotes of the Principal Chiefs,"McKenney, Thomas, L.",Hardcover,11,0,11,482.69,US
9781608880508,Rise of the Drones: Unmanned Systems and the Future of War,"U. S. House of Representatives, House Of",Paperback,51,0,51,479.17,UK
9781608881499,PT Boats Behind The Scenes,"Andruss Sr., Frank J.",Hardcover,32,0,32,473.38,UK
9781608881550,The Ghosts of Stalingrad:  Why the Airlift Didn't Work,"Akins II, Willard B.",Paperback,55,0,55,467.52,US
9781608880300,Hitler's Malta Option: A Comparison of the Invasion of Crete (Operation Merkur) and the Proposed Invasion of Malta (Operation Hercules),"Kavanaugh, Stephen L. W.",Paperback,49,0,49,459.01,UK
9781608880874,The King's English (2d edition),"Fowler, H.W.",Hardcover,52,0,52,456.01,US
9781934840856,Building the PT Boats: An Illustrated History of U.S. Navy Torpedo Boat Construction in World War II,"Andruss Sr, Frank J.,  J.",Paperback,28,0,28,449.56,UK
9781608881468,United States - Vietnam Relations 1945 - 1967 (The Pentagon Papers) (Volume 4),"Office of the Secretary of Defense,",Hardcover,27,0,27,447.33,US
9781608880478,Packed and Loaded: Conversations with James M. Cain,"Cain, James M.",Paperback,45,0,45,437.95,US
9781608881192,Jane's Fighting Ships 1900 (facsimile edition),"Jane, Frederick T.",Paperback,11,0,11,434.98,UK
9781934840122,"Mastering Space War: The Advanced Strategies, Technologies, and Theories Needed For Victory","Szymanski, Paul",Hardcover,20,0,20,431.2,US
9781608881161,Citizen Arianna: The Huffington Post / AOL Merger: Triumph or Tragedy?,"Snow, Dr Nancy",Paperback,41,0,41,409.51,US
9781608880089,European Axis Signal Intelligence in World War II,"National Security Agency,",Hardcover,11,0,11,409.06,UK
9781934840917,Dark Navy: The Italian Regia Marina and the Armistice of 8 September 1943,"O'Hara, Vincent",Paperback,46,0,46,407.68,UK
9781608881581,United States - Vietnam Relations 1945 - 1967 (The Pentagon Papers) (Volume 9),"Office of the Secretary of Defense,",Hardcover,20,0,20,404.05,US
9781934840443,The Unauthorized Harry Potter Quiz Book: 165 Questions Ranging from The Sorcerer's Stone to The Deathly Hallows,"Davis, Graeme",Paperback,44,0,44,397,UK
9781608881444,United States - Vietnam Relations 1945 - 1967 (The Pentagon Papers) (Volume 2),"Office of the Secretary of Defense,",Hardcover,20,0,20,394.88,US
9781608880065,Journey to the End of the Earth: WW2 Wargames in the Frozen North,"Wright, Mal",Paperback,32,0,32,387.67,US
9781608881963,Chief of Space Operations' Planning Guidance: 1st Chief of Space Operations,United States Space Force,Hardcover,113,0,113,380.16,US
9781608880027,The Simple Sabotage Manual: Timeless Managerial Wisdom from the Intelligence Community,"Office of Strategic Services, Of Strateg",Paperback,37,0,37,377.86,US
9781934840221,"CVN-71 THEODORE ROOSEVELT, U.S. Navy Aircraft Carrier","Zimmerman, W. Frederick",Paperback,38,0,38,374.15,US
9781934840214,"CVN-70 CARL VINSON, U.S. Navy Aircraft Carrier","Zimmerman, W. Frederick",Paperback,37,0,37,364.46,US
9780978813895,Red Zone Blues: a snapshot of Baghdad during the surge,"Escobar, Pepe",Paperback,37,0,37,359.35,US
9781608881130,The Royal Navy's Revenge and Other Little-Known Encounters of the War at Sea,"O'Hara, Vincent P.",Hardcover,41,0,41,354.24,UK
9781934840306,"SSN-23 JIMMY CARTER, U.S. Navy Submarine (Seawolf class)","Zimmerman, W. Frederick",Paperback,36,0,36,351.59,US
9781608881604,FLEETS OF WORLD WAR II: Design History and Analysis for Every Ship of Every Navy (Revised Edition),"Worth, Richard",Hardcover,31,0,31,348.34,UK
9781934840900,Born American: A Chinese Woman's Dream of Liberty,"Gong,  Sasha",Paperback,31,0,31,347.24,US
9781934840962,"The World's Warships 1915: Compiled from Jane's ""Fighting Ships""","Jane, Fred, T.",Hardcover,11,0,11,341.22,US
9781934840528,In the Shadow of the Battleship: Considering the Cruisers of World War II,"Worth, Richard",Paperback,26,0,26,339.87,US
9780978813819,The World Is Flat: Not! Cool New World Maps for Kids,"Zimmerman, W. Frederick",Paperback,34,0,34,338.69,US
9781608880300,Hitler's Malta Option: A Comparison of the Invasion of Crete (Operation Merkur) and the Proposed Invasion of Malta (Operation Hercules),"Kavanaugh, Stephen L. W.",Paperback,29,0,29,337.01,US
9781608881451,United States - Vietnam Relations 1945 - 1967 (The Pentagon Papers) (Volume 3),"Office of the Secretary of Defense,",Hardcover,16,0,16,336.68,US
9781608880430,Napoleon's Cavalry: A Key Element to Decisive Victory,"Shoffner, Thomas",Paperback,29,0,29,335.21,US
9781608881598,United States - Vietnam Relations 1945 - 1967 (The Pentagon Papers) (Volume 10),"Office of the Secretary of Defense,",Hardcover,19,0,19,333.84,US
9781934840399,"Through Stranger Eyes: Reviews, Introductions, Tributes & Iconoclastic Essays","Brin, David",Paperback,23,0,23,328.95,US
9781934840023,"CVN-78 GERALD R. FORD, U.S. Navy Aircraft Carrier","Zimmerman, W. Frederick",Paperback,43,0,43,321.45,UK
9781608880577,Department of Defense Law of War Manual,"Department of Defense, OGC",Hardcover,10,0,10,318.25,UK
9781934840979,Principles of War,"Hapsburg, Archduke Charles von",Paperback,34,0,34,311.54,UK
9781608881635,Memories and Records: the Lord FIsher Omnibus,"Fisher, Baron Sir John Arbuthnot",Hardcover,20,0,20,303.43,US
9781608881338,The Unauthorized Harry Potter Quiz Book,Graeme Davis,Ebook,158,0,158,303.36,US (Agency)
9781608880621,"Investigation of Forrestal Fire: Copy of findings, recommendations and opinions of investigation into fire on board USS Forrestal (CVA 59)",Chief of Naval Operations,Paperback,42,0,42,295.66,US
9781934840023,"CVN-78 GERALD R. FORD, U.S. Navy Aircraft Carrier","Zimmerman, W. Frederick",Paperback,30,0,30,295.32,US
9781608880973,"The ""Family Jewels"": Declassified Documents Released by the CIA under the Freedom of Information Act, June 2007","Central Intelligence Agency,",Hardcover,16,0,16,294.34,US
9781608881529,United States - Vietnam Relations 1945 - 1967 (The Pentagon Papers) (Volume 7),"Office of the Secretary of Defense,",Hardcover,16,0,16,286.66,US
9781608881208,Why the USS Scorpion (SSN 589) Was Lost: The Death of a Submarine in the North Atlantic,"Rule, Bruce",Hardcover,41,0,41,286.11,UK
9781934840184,"BB-67 Montana, U.S. Navy Battleship: Why She Matters Today","Zimmerman, W. Frederick",Paperback,42,0,42,280.8,UK
9781608881680,Why the USS Thresher (SSN 593) Was Lost,"Rule, Bruce",Hardcover,40,0,40,278.36,UK
9781608881550,The Ghosts of Stalingrad:  Why the Airlift Didn't Work,"Akins II, Willard B.",Paperback,37,0,37,270.52,UK
9781608881659,Battleship Victory: Principles of Sea Power in the War in the Pacific,"Lundgren, Robert",Hardcover,38,0,38,259.71,UK
9781608880805,"Winter's Guide to Warships 1890: Volume 1: Britain, Italy, Turkey, and Smaller Navies","Malkov, Dimitry",Hardcover,9,0,9,255.53,UK
9781608881024,"The Regia Marina's MAS Boats, 1915-1945","Connelly, T. Garth",Hardcover,22,0,22,253.29,US
9781934840429,The Ship Killers: The Definitive Illustrated History of the Torpedo Boat,"Hinds, Joe",Hardcover,9,0,9,246.5,US
9781608881888,Navigation Rules and Regulations Handbook,Department of Homeland Security,Hardcover,51,0,51,242.99,UK
9781934840399,"Through Stranger Eyes: Reviews, Introductions, Tributes & Iconoclastic Essays","Brin, David",Paperback,20,0,20,239.26,UK
9781608881321,With the Battle Cruisers,"Young, Filson",Hardcover,20,0,20,235.28,US
9781934840030,X-47 Unmanned Combat Air Vehicle (UCAV),"Zimmerman, W. Frederick",Paperback,23,0,23,227.5,US
9781608882007,A Good and Favorable Wind: The Unusual Story Of A Submarine Under Sail And Its Cautionary Lessons For The Modern Navy,"Johnston, David, L.",Hardcover,26,0,26,224.89,UK
9781608881178,Arsenal Ship Omnibus,"Zimmerman, W. Frederick",Hardcover,4,0,4,223.88,US
9781608880065,Journey to the End of the Earth: WW2 Wargames in the Frozen North,"Wright, Mal",Paperback,24,0,24,222.13,UK
9781608880775,Dark Navy: The Italian Regia Marina and the Armistice of 8 September 1943,"O'Hara, Vincent",Hardcover,25,0,25,218.77,US
9781608880409,Crete: The Graveyard of the Fallschirmjger,"Bond, Major George",Paperback,18,0,18,217.48,US
9781608881017,Thunder in its Courses: Essays on the Battlecruiser,"Worth, Richard",Hardcover,26,0,26,213.75,UK
9781608880676,Guide to Captured German Documents [World War II Bibliography],"Weinberg, Gerhard L.",Paperback,24,0,24,212.65,US
9781608881543,Doubling The Fleet: An Analysis of the Causal Factors Behind the U.S. Navy's Warship Building Program from 1933-1941,"Barrett, John M.",Paperback,14,0,14,212.63,US
9781608880287,The Influence of Maritime Theorists Alfred Thayer Mahan and Sir Julian Corbett on the Development of German Naval Strategy 1930-1936,"Cribbs, Donald",Paperback,21,0,21,212.3,US
9781608880409,Crete: The Graveyard of the Fallschirmjger,"Bond, Major George",Paperback,20,0,20,206.01,UK
9781608880133,"U.S. Patrol Torpedo Boats in World War II, 1939-1945","Connelly, T. Garth",Paperback,18,0,18,204.02,UK
9781934840955,Imperial Japanese Navy 1932-1945 Warships and Colours: With Japanese Army Vessels and Three Special Bonus Pages,"Wright, Malcolm",Paperback,21,0,21,202.86,US
9780978813895,Red Zone Blues: a snapshot of Baghdad during the surge,"Escobar, Pepe",Paperback,35,0,35,197.16,UK
9781934840252,"CVN-74 JOHN C. STENNIS, U.S. Navy Aircraft Carrier","Zimmerman, W. Frederick",Paperback,20,0,20,197.12,US
9781608880393,World War II Vertical Envelopment: The German Influence on U.S. Army Airborne Operations,"Sheehan, Thomas J.",Paperback,17,0,17,196.21,US
9781608881536,United States - Vietnam Relations 1945 - 1967 (the Pentagon Papers) (Volume 8),Office of the Secretary of Defense,Hardcover,10,0,10,195.43,US
9781608882342,Jane's Fighting Ships 1920 (facsimile edition),"Jane, Fred, T.",Hardcover,5,-1,4,193.52,US
9781934840696,Pocket Battleship Deutschland (Lutzow): Kriegsmarine Illustrated Ship Histories,"Bonomi, Antonio",Paperback,23,0,23,189.48,UK
9781934840696,Pocket Battleship Deutschland (Lutzow): Kriegsmarine Illustrated Ship Histories,"Bonomi, Antonio",Paperback,16,0,16,188.3,US
9781934840269,"CVN-75 HARRY S. TRUMAN, U.S. Navy Aircraft Carrier","Zimmerman, W. Frederick",Paperback,19,0,19,188.07,US
9781934840207,CVN-69 DWIGHT D. EISENHOWER: U.S. Navy Aircraft Carrier,"Zimmerman, W. Frederick",Paperback,19,0,19,187.15,US
9781608881420,United States - Vietnam Relations 1945 - 1967 (The Pentagon Papers) (Volume 5),"Office of the Secretary of Defense,",Hardcover,16,0,16,185.92,US
9780977742462,Misquotes in MISQUOTING JESUS: Why You Can Still Believe,"Burroughs, Dillon",Paperback,19,0,19,184.88,US
9781608881741,Technical Articles about the Voynich Manuscript,National Security Agency,Hardcover,26,0,26,184.22,US
9781608881864,Playbook For Early Response To High-Consequence Emerging Infectious Disease Threats And Biological Incidents,National Security Council,Hardcover,25,0,25,182.07,US
9781608881321,With the Battle Cruisers,"Young, Filson",Hardcover,19,0,19,181.8,UK
9781608880362,"Obama's Nuclear Posture Review: Or, We Won't Nuke You Unless You Are a Really Bad Country, or We Change Our Minds","Gates, Robert M.",Paperback,15,0,15,180,US
9781934840153,"Cool Maps of Cuba: An Atlas of History, Population, Resources Before and After Fidel Castro","Zimmerman, W. Frederick",Paperback,18,0,18,179.72,US
9781934840085,"CVN-76 RONALD REAGAN, U.S. Navy Aircraft Carrier","Zimmerman, W. Frederick",Paperback,18,0,18,178.62,US
9780979920523,Stellar Atmospheres: A Contribution To The Observational Study Of High Temperature In The Reversing Layers Of Stars,"Payne, Cecilia, H.",Hardcover,22,0,22,177.94,US
9781608881697,2030,"Escobar, Pepe",Hardcover,20,0,20,176.72,US
9781934840160,"Jane's Fighting Ships 1904. (Naval Encyclopedia and Year Book): Facsimile Edition. Volume 2 of 2.  United States, Japan, Italy, Austria-Hungary, Coast Defense Navies, Minor Navies, topical surveys.","Jane, Fred, T.",Hardcover,6,0,6,172.45,US
9781608880805,"Winter's Guide to Warships 1890: Volume 1: Britain, Italy, Turkey, and Smaller Navies","Malkov, Dimitry",Hardcover,6,0,6,171.87,US
9781608882335,Raging Twenties: Great Power Politics Meets Techno-Feudalism,"Escobar, Pepe",Hardcover,18,0,18,170.72,DE (Global Connect)
9781934840245,"CVN-73 GEORGE WASHINGTON, U.S. Navy Aircraft Carrier","Zimmerman, W. Frederick",Paperback,17,0,17,169.42,US
9781608881079,Silly Rhymes for Fun Times,"Wigden, Susan",Paperback,26,0,26,169.36,US
9781608881635,Memories and Records: the Lord FIsher Omnibus,"Fisher, Baron Sir John Arbuthnot",Hardcover,11,0,11,169.34,UK
9781934840238,"CVN-72 ABRAHAM LINCOLN, U.S. Navy Aircraft Carrier","Zimmerman, W. Frederick",Paperback,17,0,17,168.86,US
9781608880096,Cold War Saga,"Jenkins, Kempton",Paperback,17,0,17,168.56,US
9780979920516,Global Perspectives on Space Power,"Szymanski, Paul,",Hardcover,6,0,6,168.51,UK
9781934840191,"CVN-68 NIMITZ, U.S. Navy Aircraft Carrier","Zimmerman, W. Frederick",Paperback,22,0,22,165.2,UK
9781608880881,Spacepower: Doctrine for Space Forces,United States Space Force,Hardcover,28,0,28,162.55,UK
9781608880874,The King's English (2d edition),"Fowler, H.W.",Hardcover,21,0,21,162.41,UK
9781608881109,Secrets of the Modern World: Thomas Malthus,"MacFarlane, Alan, Professor",Paperback,10,0,10,160.96,US
9781608881154,Re-reading A GAME OF THRONES: A Critical Response to George R.R. Martin's Fantasy Classic,"Verhoeve, Remy J.",Hardcover,20,0,20,159.45,US
