ISBN,Title,Author,Format,Gross Qty,Returned Qty,Net Qty,Net Compensation,Sales Market
9780977742455,Hypochondriac's Guide to Hoodia Gordonii H 57,"Zimmerman, W. Frederick",Paperback,2,0,2,18.14,US
9781608880492,The EXXON Valdez Oil Spill a Report to the President,"Skinner, Samuel K.",Paperback,2,0,2,18.12,US
9780976540601,Unauthorized Harry Potter and the Deathly Hallows News: Half-Blood Prince Analysis,"Zimmerman, W. Frederick",Paperback,3,0,3,17.65,UK
9781608882380,The Granddaughter Project,"Chishti, Shaheen",Paperback,2,0,2,17.29,US
9780978813826,GLOBALISTAN: An Antidote to THE WORLD IS FLAT,"Escobar, Pepe,",Paperback,1,0,1,17.28,IT (Global Connect)
9781934840092,Borodino: Why It Matters Today,"Zimmerman, W. Frederick",Paperback,3,0,3,17.02,UK
9781608881482,Dictionary of Automatic Ideas: A New Translation Bringing Flaubert into the 21st Century,"Flaubert, Gustave",Hardcover,2,0,2,16.95,UK
9781608880614,Halsey's Decision: Organizational Failure at Leyte Gulf,"Brooks, David L",Hardcover,2,0,2,16.91,US
9781934840047,Our Colorful Moon: Beautiful Images to Energize and Delight,"Zimmerman, W. Frederick",Paperback,2,0,2,16.53,UK
9781608881703,Survival: Training Edition: AF Manual 64-3,United States Air Force,Hardcover,6,0,6,16.5,UK
9781934840689,"The Definitive Illustrated History of the Torpedo Boat, Volume X: Bonus Material and Appendixes","Hinds, Joe",Paperback,2,0,2,16.38,UK
9780979920523,Stellar Atmospheres: A Contribution To The Observational Study Of High Temperature In The Reversing Layers Of Stars,"Payne, Cecilia, H.",Hardcover,2,0,2,16.15,UK
9781934840665,"The Definitive Illustrated History of the Torpedo Boat, Volume VIII: 1944 (the Ship Killers)","Hinds, Joe",Paperback,2,0,2,16.11,UK
9781934840146,"Cool Maps of Indonesia: An Unauthorized View of the Land of EAT, PRAY, LOVE","Zimmerman, W. Frederick",Paperback,2,0,2,16.03,UK
9781608881109,Secrets of the Modern World: Thomas Malthus,"MacFarlane, Alan, Professor",Paperback,1,0,1,15.73,IN (Global Connect)
9780977742479,Unauthorized Harry Potter and the Alchemist's Cell News: Half-Blood Prince Analysis and Speculation,"Zimmerman, W. Frederick",Paperback,2,0,2,15.5,US
9781608881468,United States - Vietnam Relations 1945 - 1967 (The Pentagon Papers) (Volume 4),"Office of the Secretary of Defense,",Hardcover,1,0,1,15.41,UK
9781608881772,Coalition Space Operations: Exploring New Paths For Allied Partnership,"Manuel, Robert, H.",Hardcover,2,0,2,14.87,US
9781608880348,The Russia-Georgia War,"Boufesis, Alexandros Fox",Hardcover,2,0,2,14.63,IN (Global Connect)
9781608880003,Azkatraz 2009: Inside the Cell,"Pyne, Erin A.",Paperback,1,0,1,14.25,UK
9781608880270,Historical Bibliography of Sea Mine Warfare,"Patterson, Andrew",Paperback,2,0,2,13.73,AU
9781608881994,The Great Space Force Debate: A Way Forward From The Past?,"Johnson, Jordan, M.",Hardcover,2,0,2,13.49,US
9781608881314,Command Investigation Concerning Chain Of Command Actions With Regard To COVID-19 Onboard USS Theodore Roosevelt (CVN 71) : Big Sick on the Big Stick: Volume 1,Chief of Naval Operations,Hardcover,3,0,3,12.96,US
9781934840115,Cool Maps of Baghdad: the Emerald City and other cities of Iraq,"Zimmerman, W. Frederick",Paperback,2,0,2,12.95,UK
9781934840894,Index of Oral Histories Relating to Naval Research and Development,"Nowicke, Carole",Hardcover,1,0,1,12.81,UK
9781608880003,Azkatraz 2009: Inside the Cell,"Pyne, Erin A.",Paperback,1,0,1,12.64,US
9781608880423,"Uncharted Waters: Expeditionary Operations and the Naval Component of Union Military Strategy in the Us Civil War, 1861-1862","Canfield, Major Daniel T.",Paperback,1,0,1,12.6,IN (Global Connect)
9781608881642,Empire of Chaos,"Escobar, Pepe",Hardcover,2,0,2,12.5,DE (Global Connect)
9780979920561,State of Washington v. US Food & Drug Administration [Annotated],"Rice, Thomas, O.",Paperback,2,0,2,12.34,US
9780979920561,State of Washington v. US Food & Drug Administration [Annotated],"Rice, Thomas, O.",Paperback,2,0,2,12.34,DE (Global Connect)
9781608881697,2030,"Escobar, Pepe",Hardcover,2,0,2,12.16,AU
9781608881802,Pieces of History: Artifacts of the PT Boat Navy,"Andruss, Frank, J.",Hardcover,1,0,1,12.1,UK
9781608880584,The Essential Saker: from the trenches of the emerging multipolar world,"The Saker,",Hardcover,2,0,2,12.04,IN (Global Connect)
9781608880225,"Operation Sea Lion: A Joint Critical Analysis, Or, How Hitler Could Have Won, If He Were More Joint","McCanne, Lt Col Randy",Paperback,1,0,1,11.81,IN (Global Connect)
9781608881406,Investigation Of Competition In Digital Markets: Majority Staff Report And Recommendations,United States Congress,Hardcover,2,0,2,11.76,IN (Global Connect)
9781608881833,Night Attack by a Soviet Battalion,"Gebhardt, James F.",Paperback,1,0,1,11.46,UK
9781608880317,Freyburg's Failure at Crete: A Close-Run Thing,"Bliss, James",Paperback,1,0,1,11.42,US
9781608881949,Pillars of Russia's Disinformation and Propaganda Ecosystem: Annotated in the AI Lab at NimbleBooks.com,U.S. Department of State,Paperback,1,0,1,11.37,UK
9781608881345,The Mayaguez Incident Omnibus,"Zimmerman, W. Frederick",Hardcover,1,0,1,11.24,UK
9781608882380,The Granddaughter Project,"Chishti, Shaheen",Paperback,1,0,1,11.21,UK
9781608881833,Night Attack by a Soviet Battalion,"Gebhardt, James F.",Paperback,1,0,1,10.83,US
9781934840320,Cool Maps of France's Overseas Territories and Departments,"Zimmerman, W. Frederick",Paperback,1,0,1,10.76,US
9781934840313,Cool Maps of France: Paris and Beyond,"Zimmerman, W. Frederick",Paperback,2,0,2,10.74,UK
9781934840887,Soviet Space Technology: What We Thought We Knew in 1959,Committee on Science and Astronautics,Hardcover,1,0,1,10.7,UK
9781934840849,"Investigation and Review of the Federal Bureau of Prisons' Custody, Care, and Supervision of Jeffrey Epstein at the Metropolitan Correctional Center in New York, New York",Department of Justice,Paperback,1,0,1,10.66,UK
9780975447994,"""The Solomon Key"" and Beyond: DIGITAL FORTRESS, ANGELS & DEMONS, DECEPTION POINT, THE DA VINCI CODE, and more","Zimmerman, W. Frederick",Paperback,4,0,4,10.59,UK
9781608882649,A Modest Proposal: For Preventing Space Operations from Being a Burden to The Navy ...,"Bandini, Paul V",Paperback,1,0,1,10.57,UK
9781608880232,"Sea-Based Airpower - The Decisive Factor in Expeditionary Operations? (Norway, 1940; Falkland Islands, 1982)","Buhl, Willard A.",Paperback,1,0,1,10.56,IN (Global Connect)
9781934840870,The Impact of the USS Forrestal's 1967 Fire on United States Navy Shipboard Damage Control,"Stewart, Henry P.",Paperback,1,0,1,10.5,UK
9781608881086,EP-3E Collision [2001]: Cryptologic Damage Assessment And Incident Review Final Report,EP-3  Cryptologic Assessment Team,Paperback,1,0,1,10.44,UK
9781608880171,Skeeter Uses Manners (Skeeter Sneeter Doodlebop #2),"Smith, C. Michelle",Paperback,1,0,1,10.41,US
9781608880690,Yuri the Lion: Three Stories,"Gerovasiliou, Oreanthy",Paperback,2,0,2,10.4,UK
9781608882649,A Modest Proposal: For Preventing Space Operations from Being a Burden to The Navy ...,"Bandini, Paul V",Paperback,1,0,1,10.39,US
9781934840887,Soviet Space Technology: What We Thought We Knew in 1959,Committee on Science and Astronautics,Hardcover,1,0,1,10.29,US
9781608884087,Football Nomad,"Radakovich, Dan",Hardcover,1,0,1,10.22,UK
9781608880430,Napoleon's Cavalry: A Key Element to Decisive Victory,"Shoffner, Thomas",Paperback,1,0,1,10.16,DE (Global Connect)
9781934840771,Suicide Bombers in CONUS,"Kapusta, Philip E",Paperback,1,0,1,10.08,UK
9781608880362,"Obama's Nuclear Posture Review: Or, We Won't Nuke You Unless You Are a Really Bad Country, or We Change Our Minds","Gates, Robert M.",Paperback,1,0,1,10.04,UK
9781608881390,Current Tactical Orders and Doctrine,"United States Fleet,",Hardcover,1,0,1,9.99,DE (Global Connect)
9781608880928,Torpedo Boat Policy [Torpedo Boat Classics],"Smith, Lt. R.C.",Hardcover,1,0,1,9.98,US
9781608881369,"The National Institutes of Health and EcoHealth Alliance Did Not Effectively Monitor Awards and Subawards, Resulting in Missed Opportunities to Oversee Research and Other Deficiencies, A-05-21-00025","HHS, Office of Inspector General (OIG...",Paperback,1,0,1,9.98,US
9780977742462,Misquotes in MISQUOTING JESUS: Why You Can Still Believe,"Burroughs, Dillon",Paperback,1,0,1,9.96,IN (Global Connect)
9781608881413,Lessons and Conclusions From the History of Navy and Military Doctrinal Development,"Tritten, Dr. James J.",Paperback,1,0,1,9.94,US
9781608882458,State of The Space Industrial Base 2020: A Time for Action to Sustain US Economic & Military Leadership in Space,"Butow, J.",Paperback,1,0,1,9.91,DE (Global Connect)
9781608882335,Raging Twenties: Great Power Politics Meets Techno-Feudalism,"Escobar, Pepe",Hardcover,1,0,1,9.9,BR (Global Connect)
9781608882335,Raging Twenties: Great Power Politics Meets Techno-Feudalism,"Escobar, Pepe",Hardcover,1,0,1,9.9,IN (Global Connect)
9780978813888,A Fandom of Magical Proportions: An Unauthorized History of The Harry Potter Phenomenon,"Pyne, Erin, A.",Paperback,1,0,1,9.9,IT (Global Connect)
9781934840573,Re-Read HARRY POTTER AND THE SORCERER'S STONE Today! An Unauthorized Guide,"Davis, Graeme",Paperback,1,0,1,9.89,IN (Global Connect)
9781608880195,You've Got to Stand for Something: A Guide to Understanding and Restoring America's Founding Principles,"Foy, Andrew",Paperback,3,0,3,9.87,US
9781934840726,Re-read HARRY POTTER AND THE CHAMBER OF SECRETS Today! An Unauthorized Guide,"Davis, Graeme",Paperback,1,0,1,9.82,IN (Global Connect)
9780978813888,A Fandom of Magical Proportions: An Unauthorized History of The Harry Potter Phenomenon,"Pyne, Erin, A.",Paperback,1,0,1,9.82,IN (Global Connect)
9781608881611,Ten Propositions Regarding Air Power,"Meininger, Philip S.",Paperback,1,0,1,9.81,IN (Global Connect)
9781934840535,European USSR Coasts and Landing Zones: [NATO Invasion Options],Joint Army-Navy Intelligence  Cmte,Paperback,1,0,1,9.8,US
9781608881291,Report on Digital Asset Financial Stability Risks and Regulation 2022,"Financial Stability Oversight Council,",Paperback,1,0,1,9.79,IN (Global Connect)
9781608880355,2030,"Escobar, Pepe",Paperback,2,0,2,9.7,BR (Global Connect)
9781934840030,X-47 Unmanned Combat Air Vehicle (UCAV),"Zimmerman, W. Frederick",Paperback,1,0,1,9.68,IN (Global Connect)
9780978813819,The World Is Flat: Not! Cool New World Maps for Kids,"Zimmerman, W. Frederick",Paperback,1,0,1,9.68,IN (Global Connect)
9781934840306,"SSN-23 JIMMY CARTER, U.S. Navy Submarine (Seawolf class)","Zimmerman, W. Frederick",Paperback,1,0,1,9.68,CN (Global Connect)
9781934840313,Cool Maps of France: Paris and Beyond,"Zimmerman, W. Frederick",Paperback,1,0,1,9.68,IN (Global Connect)
9781608881659,Battleship Victory: Principles of Sea Power in the War in the Pacific,"Lundgren, Robert",Hardcover,1,0,1,9.65,DE (Global Connect)
9781608880768,In the Shadow of the Battleship: Considering the Cruisers of World War II,"Worth, Richard",Hardcover,1,0,1,9.6,UK
9781608880515,From Gaza to the Peloponnessian War: Maritime Irregular Warfare,"Sutton, William R.",Paperback,1,0,1,9.58,SP (Global Connect)
9781608880133,"U.S. Patrol Torpedo Boats in World War II, 1939-1945","Connelly, T. Garth",Paperback,1,0,1,9.52,EU
9781608880140,The Young Conservative's Field Guide,"Stransky, Brent",Paperback,1,0,1,9.46,US
9781934840054,"Liveblogging BLACKWATER by Jeremy Scahill: Unauthorized Color Commentary, Maps, and Images","Zimmerman, W. Frederick",Paperback,1,0,1,9.45,UK
9781608880119,THE LOST SYMBOL -- Found: Unauthorized Analysis of Dan Brown's Novel,"Davis, Graeme",Paperback,1,0,1,9.41,IN (Global Connect)
9781608882656,Spies in Space: Reflections On National Reconnaissance And The Manned Orbiting Laboratory,"Homer, Courtney J. V.",Paperback,1,0,1,9.41,UK
9781608881659,Battleship Victory: Principles of Sea Power in the War in the Pacific,"Lundgren, Robert",Hardcover,1,0,1,9.4,PL (Global Connect)
9781608880515,From Gaza to the Peloponnessian War: Maritime Irregular Warfare,"Sutton, William R.",Paperback,1,0,1,9.38,EU
9781608880744,Globalistan: An Antidote to the World Is Flat,"Escobar, Pepe",Hardcover,1,0,1,9.37,BR (Global Connect)
9781608881697,2030,"Escobar, Pepe",Hardcover,1,0,1,9.33,IN (Global Connect)
9781934840573,Re-Read HARRY POTTER AND THE SORCERER'S STONE Today! An Unauthorized Guide,"Davis, Graeme",Paperback,1,0,1,9.33,SP (Global Connect)
9781608882168,Space Doctrine Publication 4-0 Sustainment: Doctrine for Space Forces,United States Space Force,Paperback,1,0,1,9.28,UK
9781608880553,Alien: How Operational Art Devoured Strategy,"Kelly, Justin",Paperback,1,0,1,9.16,IN (Global Connect)
9781608881086,EP-3E Collision [2001]: Cryptologic Damage Assessment And Incident Review Final Report,EP-3  Cryptologic Assessment Team,Paperback,1,0,1,9.13,US
9781608882144,Space Doctrine Publication 3-0 Operations: Doctrine for Space Forces,United States Space Force,Paperback,1,0,1,8.94,UK
9781608882427,State of The Space Industrial Base 2021: Infrastructure & Services for Economic Growth & National Security,"OIson, J.",Paperback,1,0,1,8.94,UK
9781608880751,Brave Just Like Me Keepsake Edition,"Ruff, Kimberly",Hardcover,1,0,1,8.9,UK
9780978813802,"Should Barack Obama Be President? Dreams from My Father, Audacity of Hope, ... Obama in '08?","Zimmerman, W. Frederick",Paperback,1,0,1,8.83,UK
9780978813857,Sandy Berger Should Be In Jail,"Zimmerman, W. Frederick",Paperback,1,0,1,8.82,US
9780975447901,Basic Documents about the Treatment of Detainees at Guantanamo and Abu Ghraib,"Zimmerman, W. Frederick",Paperback,2,-1,1,8.8,US
9781934840863,Strategic Satellite Systems in a Post-Cold-War Environment,Committee on Government Operations,Paperback,1,0,1,8.73,UK
9781608881246,"No-Fly Zones:Strategic, Operational, and Legal Considerations for Congress","Congressional Research Service,",Paperback,1,0,1,8.67,UK
9781608880867,The Collected Papers of Frederic William Maitland (Volume III),"Maitland, Frederic William",Hardcover,1,0,1,8.66,US
9781608881161,Citizen Arianna: The Huffington Post / AOL Merger: Triumph or Tragedy?,"Snow, Dr Nancy",Paperback,1,0,1,8.53,UK
9780978813864,"Bearing the Unbearable: Coping with Infertility and Other Profound Suffering, or What to Do When Taking Charge of Your Fertility Fails","Schulz, Karl A.",Paperback,1,0,1,8.39,UK
9781934840979,Principles of War,"Hapsburg, Archduke Charles von",Paperback,1,0,1,8.3,BR (Global Connect)
9780978813864,"Bearing the Unbearable: Coping with Infertility and Other Profound Suffering, or What to Do When Taking Charge of Your Fertility Fails","Schulz, Karl A.",Paperback,1,0,1,8.28,IN (Global Connect)
9780979920554,Alliance For Hippocratic Medicine v. FDA,"Kacsymaryk, Michael J.",Paperback,1,0,1,8.14,DE (Global Connect)
9781608882632,The NRO At Fifty,"Berkowitz, Bruce",Hardcover,1,0,1,8.14,UK
9781608880881,Spacepower: Doctrine for Space Forces,United States Space Force,Hardcover,1,0,1,8.12,KR (Global Connect)
9781608880591,Report of Operation HighJump: U.S. Navy Antarctic Development Program 1947,U.S. Navy,Hardcover,1,0,1,7.85,DE (Global Connect)
9780977742486,Unauthorized Harry Potter and the Chariots of Light News: Half-Blood Prince Analysis and Speculation,"Zimmerman, W. Frederick",Paperback,1,0,1,7.75,US
9781608880492,The EXXON Valdez Oil Spill a Report to the President,"Skinner, Samuel K.",Paperback,1,0,1,7.72,UK
9781608882120,Space Doctrine Publication 2-0 Intelligence: Doctrine for Space Forces,United States Space Force,Paperback,1,0,1,7.62,UK
9781608881048,Record of Proceedings of THRESHER Inquiry,U. S. Navy,Paperback,1,0,1,7.58,UK
9781608881673,Coast Guard Navigation Standards,United States Coast Guard,Hardcover,1,0,1,7.54,US
9781608880843,The Collected Papers of Frederic William Maitland,"Maitland, Frederic William",Hardcover,1,0,1,7.5,UK
9781608882632,The NRO At Fifty,"Berkowitz, Bruce",Hardcover,1,0,1,7.49,US
9781608880683,"War in Afghanistan: Strategy, Military Operations, and Issues for Congress","Dale, Catherine",Paperback,1,0,1,7.45,UK
9781608882120,Space Doctrine Publication 2-0 Intelligence: Doctrine for Space Forces,United States Space Force,Paperback,1,0,1,7.43,US
9781608882151,Space Doctrine Publication 5-0: Doctrine for Space Forces,United States Space Force,Paperback,1,0,1,7.36,UK
9781608882601,Great Power Competition: Implications for Defense [Annotated]: Issues for Congress,Congressional Research Service,Paperback,1,0,1,7.23,UK
9781608882137,Space Doctrine Publication 3-100: Doctrine for Space Forces,United States Space Force,Paperback,1,0,1,7.11,UK
9781608880447,Chronology of the U.S. Army in World War II,"Williams, Mary H.",Paperback,1,0,1,7.01,US
9781608880713,Light Infantry: A Historical Perspective,"McMichael, Scott R.",Paperback,1,0,1,6.97,UK
9780978813857,Sandy Berger Should Be In Jail,"Zimmerman, W. Frederick",Paperback,1,0,1,6.65,UK
9781608881222,The Beauties of Shakspear,"Dodd, William",Hardcover,1,0,1,6.64,UK
9781608882144,Space Doctrine Publication 3-0 Operations: Doctrine for Space Forces,United States Space Force,Paperback,1,0,1,6.45,US
9781934840764,Tunnel Rats Version 2.0: Fighting and Winning Future War in a Subterranean Environment,"Spillane, Brian T.",Paperback,1,0,1,6.32,UK
9781608880713,Light Infantry: A Historical Perspective,"McMichael, Scott R.",Paperback,1,0,1,6.15,IN (Global Connect)
9781608881994,The Great Space Force Debate: A Way Forward From The Past?,"Johnson, Jordan, M.",Hardcover,1,0,1,6.09,KR (Global Connect)
9781934840108,Napoleon In Moscow: Why It Matters Today,"Zimmerman, W. Frederick",Paperback,1,0,1,6.03,UK
9781608882618,State of The Space Industrial Base 2019: A Time for Action to Sustain US Economic & Military Leadership in Space,"Cooley, T.",Paperback,1,0,1,5.69,UK
9781608882113,Space Doctrine Publication 1-0 Personnel: Doctrine for Space Forces,"United States Space Force,",Paperback,1,0,1,5.53,UK
9781608881550,The Ghosts of Stalingrad:  Why the Airlift Didn't Work,"Akins II, Willard B.",Paperback,1,0,1,5.5,AU
9781608882113,Space Doctrine Publication 1-0 Personnel: Doctrine for Space Forces,"United States Space Force,",Paperback,1,0,1,5.46,DE (Global Connect)
9781608880058,Professor Barrister's Dinosaur Mysteries #1: The Case Of The Truncated Troodon,"Penner, Stephen",Paperback,1,0,1,5.28,UK
9781608880355,2030,"Escobar, Pepe",Paperback,2,0,2,5.12,AU
9781608881734,New Research on the Voynich Manuscript: Proceedings of a Seminar,National Security Agency,Hardcover,1,0,1,5.11,IN (Global Connect)
9781608880355,2030,"Escobar, Pepe",Paperback,1,0,1,5.1,IN (Global Connect)
9781608881062,Brave Just Like Me,"Ruff, Kimberly",Paperback,2,0,2,5,UK
9781608881895,Ten Propositions Regarding Space Power,"Smith, M. V.,",Hardcover,1,0,1,4.95,KR (Global Connect)
9781608881789,History of Gun-Type Artillery-Fired Atomic Projectiles,Sandia National Laboratories,Hardcover,1,0,1,4.77,UK
9781608881895,Ten Propositions Regarding Space Power,"Smith, M. V.,",Hardcover,1,0,1,4.74,UK
9781608889075,A Serendipity Reader on Mindfulness,"Phil 73, Pagekicker Robot",Hardcover,1,0,1,4.7,US
9781608880584,The Essential Saker: from the trenches of the emerging multipolar world,"The Saker,",Hardcover,2,0,2,4,AU
9781608880584,The Essential Saker: from the trenches of the emerging multipolar world,"The Saker,",Hardcover,1,0,1,3.93,EU
9781608880379,"Self-Inflicted Wound Allied Defeat in Crete, May 1941","Kostic, Samuel J.",Paperback,1,0,1,3.87,AU
9781608881666,"Amalgamated International and U.S. Inland Navigation Rules: Amalgamation of the International Regulations for Preventing Collisions at Sea and the U.S. Inland Navigation Rules, their Annexes, and associated Federal regulations",United States Coast Guard,Hardcover,1,0,1,3.26,KR (Global Connect)
9781608880447,Chronology of the U.S. Army in World War II,"Williams, Mary H.",Paperback,1,0,1,3.23,UK
9781608881703,Survival: Training Edition: AF Manual 64-3,United States Air Force,Hardcover,1,0,1,3.19,DE (Global Connect)
9781608880836,Capital Ships of the Imperial Japanese Navy 1868-1945: The Yamato Class and Subsequent Planning,"Lengerer, Hans",Hardcover,1,0,1,3.14,DE (Global Connect)
9781608889372,Japanese battleship Yamato,"<contributor role="" Jellicoe AI<contributor role=""",Ebook,3,0,3,1.92,US (Agency)
9781608889372,Japanese battleship Yamato,"<contributor role="" Jellicoe AI<contributor role=""",Ebook,4,0,4,1.54,US
9781608881659,Battleship Victory: Principles of Sea Power in the War in the Pacific,"Lundgren, Robert",Hardcover,1,0,1,1.44,AU
9781608889389,German battleship Bismarck,"<contributor role="" Jellicoe AI<contributor role=""",Ebook,2,0,2,1.28,US (Agency)
9781608889372,Japanese battleship Yamato,Jellicoe AI,Ebook,2,0,2,0.78,US
9781608889358,HMS Prince of Wales,"<contributor role="" Jellicoe AI<contributor role=""",Ebook,2,0,2,0.76,US
9781608889358,HMS Prince of Wales,Jellicoe AI,Ebook,1,0,1,0.64,UK
9781608889372,Japanese battleship Yamato,Jellicoe AI,Ebook,1,0,1,0.64,UK
9781608889341,Italian battleship Roma,"<contributor role="" Jellicoe AI<contributor role=""",Ebook,1,0,1,0.64,US (Agency)
9781608889358,HMS Prince of Wales,Jellicoe AI,Ebook,1,0,1,0.46,US
9781608880881,Spacepower: Doctrine for Space Forces,United States Space Force,Hardcover,0,0,0,-1.32,