Z;Atom;Refs.;State;Alpha;Year;Comments
69;Tm;[\citenum{Dzuba2014}];$4f^{13}$;$144.3$;2014;"\makecell{R, Dirac, CI + MBPT + CP(RPA); \\($\alpha_D$ = 137.8 for the $4f^{{12}} 5d^1$ configuration)}"
69;Tm;[\citenum{Ma2015}];$^2F_{7/2}, 4f^{13}$;$130 \pm 16$;2015;exp.
69;Tm;[\citenum{Dzuba2016b}];$4f^{13}$;$147$;2016;R, RPA, PolPot
69;Tm;[\citenum{Schwerdtfeger2019}];$--$;$144 \pm 15$;2019;recommended
69;Tm;[\citenum{Dzuba2020}];$^2F^0_{7/2}, 4f^{13}$;$153.02$;2020;R, Dirac, CIPT+HF+RPA
70;Yb;[\citenum{Wang1998}];$^1S_0, 4f^{14}$;$141 \pm 4$;1998;R, DHF + Breit + QED, PP
70;Yb;[\citenum{Lide2004, Doolen1987}];$^1S_0, 4f^{14}$;$142 \pm 36$;2004;R, Dirac, LDA
70;Yb;[\citenum{Buchachenko2006}];$^1S_0, 4f^{14}$;$152.9$;2006;R, Dirac, CCSD(T)
70;Yb;[\citenum{Zhang2007b}];$^1S_0, 4f^{14}$;$143$;2007;R, DCHF, CCSD(T), ECP
70;Yb;[\citenum{Chu2007}];$^1S_0, 4f^{14}$;$157.3$;2007;TD-DFT
70;Yb;[\citenum{Buchachenko2007}];$^1S_0, 4f^{14}$;$151.0$;2007;R, CASSCF, ECP
70;Yb;[\citenum{Sahoo2008}];$^1S_0, 4f^{14}$;$144.6 \pm 5.6$;2008;R, Dirac, coupled cluster
70;Yb;[\citenum{Thierfelder2009}];$^1S_0, 4f^{14}$;$140.7 \pm 7.0$;2009;R, Dirac + Gaunt, CCSD(T)
70;Yb;[\citenum{Zhang2009}];$^1S_0, 4f^{14}$;$144$;2009;R, CCSD, PolPot
70;Yb;[\citenum{Thierfelder2009}];$^1S_0, 4f^{14}$;$140.44$;2009;R, Dirac, CCSD(T)
70;Yb;[\citenum{Buchachenko2010d}];$^1S_0, 4f^{14}$;$142.6$;2010;ECP, CCSD(T)
70;Yb;[\citenum{Dammalapati2011}];$^1S_0, 4f^{14}$;$141 \pm 6$;2011;\makecell{R, Dirac, CI + MBPT + experimental data, \\see also ref [\citenum{{Beloy2012}}] for error estimates}
70;Yb;[\citenum{Safronova2012}];$^1S_0, 4f^{14}$;$141 \pm 2$;2012;R, Dirac, CI + MBPT + RPA
70;Yb;[\citenum{Hohm2012, Buchachenko2006}];$^1S_0, 4f^{14}$;$145.3 \pm 4.4$;2012;R, Dirac, CCSD(T)
70;Yb;[\citenum{Beloy2012}];$^1S_0, 4f^{14}$;$139.3 \pm 5.9$;2012;exp.
70;Yb;[\citenum{Dzuba2014}];$^1S_0, 4f^{14}$;$138.9$;2014;"\makecell{R, Dirac, CI + MBPT + CP(RPA); \\($\alpha_D$ = 312.2 for \\the $4f^14 6s^1 6p^1$ configuration)}"
70;Yb;[\citenum{Ma2015}];$^1S_0, 4f^{14}$;$147 \pm 20$;2015;exp.
70;Yb;[\citenum{Dzuba2016b}];$^1S_0, 4f^{14}$;$142$;2016;R, RPA, PolPot
70;Yb;[\citenum{Yoshizawa2016}];$^1S_0, 4f^{14}$;$135.73$;2016;R, DFT, CAM-B3LYP, 2c-NESC
70;Yb;[\citenum{Yoshizawa2016}];$^1S_0, 4f^{14}$;$147.26$;2016;R, DFT, PBE0, 2c-NESC
70;Yb;[\citenum{Sahoo2017}];$^1S_0, 4f^{14}$;$135.50$;2017;R, CCSD
70;Yb;[\citenum{Sahoo2018}];$^1S_0, 4f^{14}$;$136 \pm 5$;2018;R, CCSD(T)
70;Yb;[\citenum{Tang2018}];$^1S_0, 4f^{14}$;$135 \pm 3$;2018;R, CI+MBPT+FC
70;Yb;[\citenum{Dzuba2018}];$^1S_0, 4f^{14}$;$150 \pm 9$;2018;R, CIPT
70;Yb;[\citenum{Visentin2019}];$^1S_0, 4f^{14}$;$140.54$;2019;R, CCSD(T)
70;Yb;[\citenum{Schwerdtfeger2019}];$--$;$139 \pm 6$;2019;recommended
70;Yb;[\citenum{Flambaum2020}];$^1S_0, 4f^{14}$;$147$;2020;R, CI+MBPT
70;Yb;[\citenum{Ferreira2020}];$^1S_0, 4f^{14}$;$133.65$;2020;R, DKH2-B3LYP/ADZP
70;Yb;[\citenum{Ferreira2020}];$^1S_0, 4f^{14}$;$134.44$;2020;R, DKH2-B3LYP/ADZP
70;Yb;[\citenum{Dzuba2020}];$^1S_0, 4f^{14}$;$143$;2020;R, Dirac, CIPT+HF+RPA
70;Yb;[\citenum{Tomza2021}];$^1S_0, 4f^{14}$;$136.0$;2021;SR, ECP, CCSD(T)
70;Yb;[\citenum{Tang2023}];$^1S_0, 4f^{14}$;$139 \pm 3$;2023;MCDHF+Breit+QED
71;Lu;[\citenum{Lide2004, Doolen1987}];$^2D_{3/2}, 5d^1$;$148 \pm 17$;2004;R, Dirac, LDA
71;Lu;[\citenum{Chu2007}];$^2D_{3/2}, 5d^1$;$131 \pm 26$;2007;TD-DFT
71;Lu;[\citenum{Dzuba2014}];$^2D_{3/2}, 5d^1$;$137 \pm 7$;2014;"\makecell{R, Dirac, CI + MBPT + CP(RPA); \\($\alpha_D$ = 61.3 for the \\$4f^{{14}} 6s^2 6p^1$ configuration)}"
71;Lu;[\citenum{Dzuba2014a}];$^2D_{3/2}, 5d^1$;$145$;2014;R, DF, CI + all-order + Breit + QED
71;Lu;[\citenum{Ma2015}];$^2D_{3/2}, 5d^1$;$124 \pm 18$;2015;exp.
71;Lu;[\citenum{Schwerdtfeger2019}];$--$;$137 \pm 7$;2019;recommended
72;Hf;[\citenum{Lide2004, Doolen1987}];$^3F_2, 5d^2$;$109 \pm 27$;2004;R, Dirac, LDA
72;Hf;[\citenum{Dzuba2014a}];$^3F_2, 5d^2$;$97$;2014;R, DF, CI + all-order + Breit + QED
72;Hf;[\citenum{Dzuba2014, Dzuba2014a}];$^3F_2, 5d^2$;$103 \pm 5$;2014;R, DF, CI + MBPT + Breit + QED
72;Hf;[\citenum{Ma2015}];$^3F_2, 5d^2$;$84 \pm 19$;2015;exp.
72;Hf;[\citenum{Sadlej1991a, Gould2016a}];$^3F_2, 5d^2$;$83.7$;2016;NR, MBPT4
72;Hf;[\citenum{gobre2016efficient}];$^3F_2, 5d^2$;$99.52$;2016;LR-CCSD
72;Hf;[\citenum{A.Manz2019}];$^3F_2, 5d^2$;$102.55$;2019;ECP, CCSD
72;Hf;[\citenum{Schwerdtfeger2019}];$--$;$103 \pm 6$;2019;recommended
72;Hf;[\citenum{Centoducatte2022}];$^3F_2, 5d^2$;$95.6$;2022;R (ZORA), DFT (B3LYP)
72;Hf;[\citenum{Neto2023}];$^3F_2, 5d^2$;$94.2$;2023;R (ATZP-ZORA), DFT (B3LYP)
73;Ta;[\citenum{Liepack1956}];$^4F_{3/2}, 5d^3$;$115 \pm 20$;1956;exp.
73;Ta;[\citenum{Cole1986}];$^4F_{3/2}, 5d^3$;$128 \pm 20$;1986;exp.
73;Ta;[\citenum{Cole1986}];$^4F_{3/2}, 5d^3$;$108 \pm 20$;1986;exp.
73;Ta;[\citenum{Lide2004, Doolen1987}];$^4F_{3/2}, 5d^3$;$88 \pm 22$;2004;R, Dirac, LDA
73;Ta;[\citenum{Ma2015}];$^4F_{3/2}, 5d^3$;$58 \pm 12$;2015;exp.
73;Ta;[\citenum{Dzuba2016b}];$^4F_{3/2}, 5d^3$;$73.7$;2016;R, RPA, PolPot
73;Ta;[\citenum{Gould2016a}];$^4F_{3/2}, 5d^3$;$73.9$;2016;TD-DFT (LEXX)
73;Ta;[\citenum{gobre2016efficient}];$^4F_{3/2}, 5d^3$;$82.53$;2016;LR-CCSD
73;Ta;[\citenum{A.Manz2019}];$^4F_{3/2}, 5d^3$;$84.22$;2019;ECP, CCSD
73;Ta;[\citenum{Schwerdtfeger2019}];$--$;$74 \pm 20$;2019;recommended
73;Ta;[\citenum{Centoducatte2022}];$^4F_{3/2}, 5d^3$;$79.6$;2022;R (ZORA), DFT (B3LYP)
74;W;[\citenum{Liepack1956}];$^5D_0, 5d^4$;$47 \pm 7$;1956;exp.
74;W;[\citenum{Lide2004, Doolen1987}];$^5D_0, 5d^4$;$75 \pm 19$;2004;R, Dirac, LDA
74;W;[\citenum{Dzuba2016b}];$^5d^4$;$68.1$;2016;R, RPA, PolPot
74;W;[\citenum{Gould2016a}];$^5D_0, 5d^4$;$65.8$;2016;TD-DFT (LEXX)
74;W;[\citenum{gobre2016efficient}];$^5D_0, 5d^4$;$68.5$;2016;LR-CCSD
74;W;[\citenum{A.Manz2019}];$^5D_0, 5d^4$;$71.04$;2019;ECP, CCSD
74;W;[\citenum{Schwerdtfeger2019}];$--$;$68 \pm 15$;2019;recommended
74;W;[\citenum{Centoducatte2022}];$^5D_0, 5d^4$;$65 \pm 13$;2022;R (ZORA), DFT (B3LYP)
74;W;[\citenum{Centoducatte2022}];$^5D_0, 5d^4$;$73.2$;2022;R (ZORA), CCSD(T)
74;W;[\citenum{Sarkisov2022}];$^5D_0, 5d^4$;$68.98$;2022;exp.
75;Re;[\citenum{Lide2004, Doolen1987}];$^6S_{5/2}, 5d^5$;$65 \pm 16$;2004;R, Dirac, LDA
75;Re;[\citenum{Roos2005}];$^6S_{5/2}, 5d^5$;$61.1$;2005;DK, CASPT2
75;Re;[\citenum{Buchachenko2010}];$^6S_{5/2}, 5d^5$;$61.9$;2010;R, CCSD(T)
75;Re;[\citenum{Dzuba2016b}];$^5d^5$;$65.6$;2016;R, RPA, PolPot
75;Re;[\citenum{Gould2016a}];$^6S_{5/2}, 5d^5$;$60.2$;2016;TD-DFT (LEXX)
75;Re;[\citenum{gobre2016efficient}];$^6S_{5/2}, 5d^5$;$63.04$;2016;LR-CCSD
75;Re;[\citenum{A.Manz2019}];$^6S_{5/2}, 5d^5$;$65.55$;2019;ECP, CCSD
75;Re;[\citenum{Schwerdtfeger2019}];$--$;$62 \pm 3$;2019;recommended
76;Os;[\citenum{Lide2004, Doolen1987}];$^5D_4, 5d^6$;$57$;2004;R, Dirac, LDA
76;Os;[\citenum{Dzuba2016b}];$^5d^6$;$57.8$;2016;R, RPA, PolPot
76;Os;[\citenum{Gould2016a}];$^5D_4, 5d^6$;$55.3$;2016;TD-DFT (LEXX)
76;Os;[\citenum{gobre2016efficient}];$^5D_4, 5d^6$;$55.06$;2016;LR-CCSD
76;Os;[\citenum{A.Manz2019}];$^5D_4, 5d^6$;$56.56$;2019;ECP, CCSD
76;Os;[\citenum{Schwerdtfeger2019}];$--$;$57 \pm 3$;2019;recommended
76;Os;[\citenum{Centoducatte2022}];$^5D_4, 5d^6$;$53.1$;2022;R (ZORA), DFT (B3LYP)
76;Os;[\citenum{Neto2023}];$^5D_4, 5d^6$;$54.1$;2023;R (ATZP-ZORA), DFT (B3LYP)
77;Ir;[\citenum{Cole1986, Bardon1984}];$^4F_{9/2}, 5d^7$;$54.0 \pm 6.7$;1986;exp.
77;Ir;[\citenum{Lide2004, Doolen1987}];$^4F_{9/2}, 5d^7$;$51 \pm 13$;2004;R, Dirac, LDA
77;Ir;[\citenum{Dzuba2016b}];$^5d^7$;$51.7$;2016;R, RPA, PolPot
77;Ir;[\citenum{Gould2016a}];$^4F_{9/2}, 5d^7$;$51.3$;2016;TD-DFT (LEXX)
77;Ir;[\citenum{Gould2016a}];$^4F_{9/2}, 5d^7$;$51.3$;2016;TD-DFT (LEXX)
77;Ir;[\citenum{gobre2016efficient}];$^4F_{9/2}, 5d^7$;$42.51$;2016;LR-CCSD
77;Ir;[\citenum{A.Manz2019}];$^4F_{9/2}, 5d^7$;$49.48$;2019;ECP, CCSD
77;Ir;[\citenum{Schwerdtfeger2019}];$--$;$54 \pm 7$;2019;recommended
77;Ir;[\citenum{Centoducatte2022}];$^4F_{9/2}, 5d^7$;$40.0$;2022;R (ZORA), DFT (B3LYP)
77;Ir;[\citenum{Neto2023}];$^4F_{9/2}, 5d^7$;$39.8$;2023;R (ATZP-ZORA), DFT (B3LYP)
78;Pt;[\citenum{Lide2004, Doolen1987}];$^3D_3, 5d^9$;$44 \pm 11$;2004;R, Dirac, LDA
78;Pt;[\citenum{Gould2016a}];$^3D_3, 5d^9$;$48.0$;2016;TD-DFT (LEXX)
78;Pt;[\citenum{gobre2016efficient}];$^3D_3, 5d^9$;$39.68$;2016;LR-CCSD
78;Pt;[\citenum{A.Manz2019}];$^3D_3, 5d^9$;$43.83$;2019;ECP, CCSD
78;Pt;[\citenum{Schwerdtfeger2019}];$--$;$48 \pm 4$;2019;recommended
78;Pt;[\citenum{Irikura2021}];$^3D_3, 5d^9$;$41.2 \pm 1.1$;2021;ECP, CCSD(T)
78;Pt;[\citenum{Centoducatte2022}];$^3D_3, 5d^9$;$37.5$;2022;R (ZORA), DFT (B3LYP)
78;Pt;[\citenum{Sarkisov2022}];$^3D_3, 5d^9$;$38 \pm 8$;2022;exp.
78;Pt;[\citenum{Neto2023}];$^3D_3, 5d^9$;$40.9$;2023;R (ATZP-ZORA), DFT (B3LYP)
79;Au;[\citenum{Henderson1997}];$^2S_{1/2}, 5d^{10}$;$30 \pm 4$;1997;R, HFR, HS, CI, CACP
79;Au;[\citenum{Wesendrup2000}];$^2S, 5d^{10}$;$34.9$;2000;R, DK, CCSD(T)
79;Au;[\citenum{Roos2005}];$^2S_{1/2}, 5d^{10}$;$39.1 \pm 9.8$;2005;exp.
79;Au;[\citenum{Maroulis2006, Neogrády1997}];$^2S, 5d^{10}$;$36.06 \pm 0.54$;2006;R, DK, CCSD(T)
79;Au;[\citenum{Schwerdtfeger1994, Mohr2009, Schwerdtfeger2000}];$^2S, 5d^{10}$;$35.1$;2009;R, PP, QCISD(T)
79;Au;[\citenum{Hohm2012, Roos2005}];$^2S, 5d^{10}$;$27.9 \pm 4.2$;2012;R, DK, CASPT2
79;Au;[\citenum{Hohm2012, Sarkisov2006}];$^2S_{1/2}, 5d^{10}$;$49.1 \pm 4.9$;2012;exp.
79;Au;[\citenum{Gould2016a}];$^2S_{1/2}, 5d^{10}$;$45.4$;2016;TD-DFT (LEXX)
79;Au;[\citenum{gobre2016efficient}];$^2S_{1/2}, 5d^{10}$;$36.50$;2016;LR-CCSD
79;Au;[\citenum{A.Manz2019}];$^2S_{1/2}, 5d^{10}$;$39.56$;2019;ECP, CCSD
79;Au;[\citenum{Schwerdtfeger2019}];$--$;$36 \pm 3$;2019;recommended
79;Au;[\citenum{Dzuba2021}];$^2S_{1/2}, 5d^{10}$;$34.0$;2021;R, CI+MBPT
79;Au;[\citenum{Tomza2021}];$^2S_{1/2}, 5d^{10}$;$36.3$;2021;SR, ECP, CCSD(T)
79;Au;[\citenum{Centoducatte2022}];$^2S_{1/2}, 5d^{10}$;$34.2$;2022;R (ZORA), DFT (B3LYP)
79;Au;[\citenum{Sarkisov2022}];$^2S_{1/2}, 5d^{10}$;$40 \pm 8$;2022;exp.
79;Au;[\citenum{Neto2023}];$^2S_{1/2}, 5d^{10}$;$34.1$;2023;R (ATZP-ZORA), DFT (B3LYP)
80;Hg;[\citenum{Kellö1995}];$^1S, 5d^{10}$;$31.24$;1995;R, MVD, CCSD(T)
80;Hg;[\citenum{Goebel1996a}];$^1S_0, 5d^{10}$;$33.91 \pm 0.34$;1996;exp.
80;Hg;[\citenum{Seth1997}];$^1S, 5d^{10}$;$34.42$;1997;R, PP, CCSD(T)
80;Hg;[\citenum{Roos2005}];$^1S, 5d^{10}$;$33.3$;2005;R, DK, CASPT2
80;Hg;[\citenum{Maroulis2006, Kellö1996}];$^1S_0, 5d^{10}$;$34.73 \pm 0.52$;2006;R, DK, CCSD(T)
80;Hg;[\citenum{Pershina2008b}];$^1S_0, 5d^{10}$;$34.15$;2008;R, Dirac, CCSD(T)
80;Hg;[\citenum{Kellö1995, Qiao2012, Tang2008}];$^1S_0, 5d^{10}$;$33.75$;2012;exp.
80;Hg;[\citenum{Singh2015}];$^1S_0, 5d^{10}$;$34.27$;2015;R, Dirac, CCSDT + QED
80;Hg;[\citenum{Borschevsky2015}];$^1S_0, 5d^{10}$;$34.1$;2015;R, Dirac, CCSD(T)
80;Hg;[\citenum{Chattopadhyay2015}];$^1S_0, 5d^{10}$;$33.59$;2015;R, PRCC(T)
80;Hg;[\citenum{Dyugaev2016}];$^1S, 5d^{10}$;$32.9$;2016;semi-empirical
80;Hg;[\citenum{Dzuba2016b}];$^1S_0, 5d^{10}$;$39.1$;2016;R, RPA, PolPot
80;Hg;[\citenum{gobre2016efficient}];$^1S_0, 5d^{10}$;$33.90$;2016;LR-CCSD
80;Hg;[\citenum{Gould2016a}];$^1S_0, 5d^{10}$;$33.5$;2016;TD-DFT (LEXX)
80;Hg;[\citenum{Sahoo2018d}];$^1S_0, 5d^{10}$;$34.2 \pm 0.5$;2018;R, CCSD(T) + Breit
80;Hg;[\citenum{Sahoo2018}];$^1S_0, 5d^{10}$;$34.5 \pm 0.8$;2018;R, CCSD(T)
80;Hg;[\citenum{A.Manz2019}];$^1S_0, 5d^{10}$;$35.45$;2019;ECP, CCSD
80;Hg;[\citenum{Schwerdtfeger2019}];$--$;$33.91 \pm 0.34$;2019;recommended
80;Hg;[\citenum{Kumar2021}];$^1S_0, 5d^{10}$;$33.69 \pm 0.34$;2021;PRCC(T)+Breitt+QED
80;Hg;[\citenum{Centoducatte2022}];$^1S_0, 5d^{10}$;$36.1$;2022;R (ZORA), DFT (B3LYP)
80;Hg;[\citenum{Neto2023}];$^1S_0, 5d^{10}$;$34.9$;2023;R (ATZP-ZORA), DFT (B3LYP)
81;Tl;[\citenum{Cernusak2003}];$^2P$;$50.48$;2003;R, DK, CCSD(T)
81;Tl;[\citenum{Cernusak2003}];$^2P$;$50.62$;2003;R, DK, CCSD(T)
81;Tl;[\citenum{Lide2004}];$^2P_{1/2}$;$51.3 \pm 5.4$;2004;exp.
81;Tl;[\citenum{Fleig2005}];$^2P$;$70.0$;2005;R, SF, MRCI, $M_L$ res.
81;Tl;[\citenum{Fleig2005}];$^2P_{1/2}/^2P_{3/2}$;$51.6/81.2$;2005;R, Dirac, MRCI, $M_J$ res.
81;Tl;[\citenum{Safronova2006}];$^2P$;$50.4$;2006;R, DHF, SD, MBPT all-order
81;Tl;[\citenum{Pershina2008a}];$^2P_{1/2}$;$52.3$;2008;R, Dirac, FS-CCSD
81;Tl;[\citenum{Dzuba2009}];$^2P$;$48.81$;2009;R, Dirac, CI+MBPT
81;Tl;[\citenum{Mitroy2010a, Kozlov2001}];$^2P$;$49.2$;2010;RCI + MBPT
81;Tl;[\citenum{Buchachenko2010c}];$^2P_{1/2}/^2P_{3/2}$;$50.7 \pm 5.0/78.5 \pm 6.0$;2010;SI-SOCI, $M_J$ res.
81;Tl;[\citenum{Borschevsky2012}];$^2P_{1/2}/^2P_{3/2}$;$50.3/80.9$;2012;\makecell{R, Dirac, FSCC, $M_J$ res. \\($J = 3/2$: $M_J = 3/2$: 56.7, \\$M_J = 1/2$: 105.1)}
81;Tl;[\citenum{Hohm2012, Cernusak2003}];$^2P$;$71.7 \pm 1.1$;2012;R, DK, CCSD(T)
81;Tl;[\citenum{Borschevsky2012}];$^2P$;$52.1 \pm 1.6/80.4 \pm 4.0$;2012;R, Dirac, FSCC
81;Tl;[\citenum{Safronova2013a}];$^2P$;$50.0 \pm 1.0$;2013;R, CC
81;Tl;[\citenum{Safronova2013a}];$^2P$;$50.7$;2013;R, CI + all-order
81;Tl;[\citenum{Borschevsky2015, Pershina2008a}];$^2P$;$51.3$;2015;R, Dirac, FS-CCSD
81;Tl;[\citenum{Dzuba2016}];$^2P$;$47.78$;2016;R, Dirac+Breit+QED, SD+CI, RPA
81;Tl;[\citenum{Gould2016a}];$^2P$;$51.4$;2016;TD-DFT (LEXX)
81;Tl;[\citenum{gobre2016efficient}];$^2P$;$69.92$;2016;LR-CCSD
81;Tl;[\citenum{Tang2018a}];$^2P$;$49.2 \pm 2.0$;2018;R, Dirac+Breit, CCSD
81;Tl;[\citenum{A.Manz2019}];$^2P$;$70.06$;2019;ECP, CCSD
81;Tl;[\citenum{Schwerdtfeger2019}];$--$;$50 \pm 2$;2019;recommended
82;Pb;[\citenum{Doolen1987}];$^3P$;$46 \pm 11$;1987;R, Dirac, LDA
82;Pb;[\citenum{Nash2005}];$^3P_0$;$51.0$;2005;R, SOPP, CCSD(T)
82;Pb;[\citenum{Thierfelder2008}];$^3P_0$;$47.70$;2008;R, Dirac + Gaunt, CCSD(T)
82;Pb;[\citenum{Pershina2008b}];$^3P_0$;$46.96$;2008;R, Dirac, CCSD(T)
82;Pb;[\citenum{Thierfelder2008}];$^3P_0$;$47.3 \pm 1.9$;2008;R, Dirac + Gaunt, CCSD(T)
82;Pb;[\citenum{Thierfelder2008, Lide2004}];$^3P_0$;$47.1 \pm 7.1$;2008;exp.
82;Pb;[\citenum{Borschevsky2015}];$^3P_0$;$47.0$;2015;R, Dirac, FS-CCSD
82;Pb;[\citenum{Ma2015}];$^3P_0$;$56 \pm 18$;2015;exp.
82;Pb;[\citenum{Dzuba2016}];$^3P_0$;$44.04$;2016;R, Dirac + Breit + QED, SD + CI, RPA
82;Pb;[\citenum{Zalialiutdinov2016}];$^3P_0$;$46.5$;2016;R, CI + all-order, RPA
82;Pb;[\citenum{Gould2016a}];$^3P_0$;$47.9$;2016;TD-DFT (LEXX)
82;Pb;[\citenum{gobre2016efficient}];$^3P_0$;$61.80$;2016;LR-CCSD
82;Pb;[\citenum{A.Manz2019}];$^3P_0$;$60.07$;2019;EP, CCSD
82;Pb;[\citenum{Schwerdtfeger2019}];$--$;$47 \pm 3$;2019;recommended
82;Pb;[\citenum{Flambaum2020}];$^3P_0$;$46$;2020;R, CI+MBPT
82;Pb;[\citenum{Oleynichenko2020}];$^3P_0$;$47.0$;2020;R, FS-RCCSD(T)
82;Pb;[\citenum{Neto2023}];$^3P_0$;$56.3$;2023;R (ATZP-ZORA), DFT(B3LYP)
83;Bi;[\citenum{Kellö1992}];$^4S$;$52.85$;1992;R, Cowan-Griffin, HF only
83;Bi;[\citenum{Lide2004, Doolen1987}];$^4S$;$50 \pm 12$;2004;R, Dirac, LDA
83;Bi;[\citenum{Roos2004}];$^4S$;$48.6$;2004;R, DK, CASPT2
83;Bi;[\citenum{Buchachenko2010}];$^4S$;$48.75$;2010;ECP, CCSD(T)
83;Bi;[\citenum{Ma2015}];$^4S_{3/2}$;$55 \pm 11$;2015;exp.
83;Bi;[\citenum{Dzuba2016}];$^4S$;$44.62$;2016;R, Dirac + Breit + QED, SD + CI, RPA
83;Bi;[\citenum{Gould2016a}];$^4S$;$43.2$;2016;TD-DFT (LEXX)
83;Bi;[\citenum{gobre2016efficient}];$^4S$;$49.02$;2016;LR-CCSD
83;Bi;[\citenum{A.Manz2019}];$^4S$;$48.88$;2019;ECP, CCSD
83;Bi;[\citenum{Schwerdtfeger2019}];$--$;$48 \pm 4$;2019;recommended
83;Bi;[\citenum{Visentin2020}];$^4S$;$48.8$;2020;ECP, CCSD(T)
83;Bi;[\citenum{Centoducatte2022}];$^4S$;$44.36$;2022;R (ZORA), CCSD(T)
83;Bi;[\citenum{Centoducatte2022}];$^4S$;$53.1$;2022;R (ATZP-ZORA), DFT (B3LYP)
83;Bi;[\citenum{Neto2023}];$^4S$;$46.6$;2023;R (ZORA), DFT (B3LYP)
84;Po;[\citenum{Kellö1992}];$^3P_2$;$46.8$;1992;R, Cowan-Griffin, HF only, $M_L$ res.
84;Po;[\citenum{Lide2004, Doolen1987}];$^3P_2$;$46$;2004;R, Dirac, LDA
84;Po;[\citenum{Maroulis2006, Hohm2012, Kellö1992}];$^3P_2$;$43.6 \pm 4.4$;2012;R, Cowan-Griffin, HF only
84;Po;[\citenum{gobre2016efficient}];$^3P_2$;$45.01$;2016;LR-CCSD
