Z;Atom;Refs.;State;Alpha;Year;Comments
84;Po;[\citenum{A.Manz2019}];$^3P_2$;$44.22$;2019;ECP, CCSD
84;Po;[\citenum{Schwerdtfeger2019}];$--$;$44 \pm 4$;2019;recommended
84;Po;[\citenum{Centoducatte2022}];$^3P_2$;$44.77$;2022;R (ZORA), CCSD(T)
84;Po;[\citenum{Centoducatte2022}];$^3P_2$;$47.1$;2022;R (ZORA), DFT (B3LYP)
84;Po;[\citenum{Neto2023}];$^3P_2$;$46.5$;2023;R (ATZP-ZORA), DFT (B3LYP)
85;At;[\citenum{Fleig2002}];$^2P_{1/2}$;$45.6$;2002;R, DK, SO-CI
85;At;[\citenum{Fleig2002}];$^2P_{3/2}$;$41.9$;2002;R, DK, SO-CI, $M_J$ res.
85;At;[\citenum{Maroulis2006, Hohm2012, Kellö1992}];$^2P_{3/2}$;$40.7 \pm 2.0$;2012;R, Cowan-Griffin, HF only
85;At;[\citenum{gobre2016efficient}];$^2P_{3/2}$;$38.93$;2016;LR-CCSD
85;At;[\citenum{A.Manz2019}];$^2P_{3/2}$;$38.15$;2019;ECP, CCSD
85;At;[\citenum{Schwerdtfeger2019}];$--$;$42 \pm 4$;2019;recommended
85;At;[\citenum{Centoducatte2022}];$^2P_{3/2}$;$40.4$;2022;R (ZORA), DFT (B3LYP)
85;At;[\citenum{Neto2023}];$^2P_{3/2}$;$41.1$;2023;R (ATZP-ZORA), DFT (B3LYP)
86;Rn;[\citenum{Runeberg1998}];$^1S_0$;$34.33$;1998;R, SOPP, CCSD(T) + MP2 basis set correction
86;Rn;[\citenum{Runeberg1998}];$^1S_0$;$34.60$;1998;R, SOPP, CCSD(T) + MP2 basis set correction
86;Rn;[\citenum{Nakajima2001}];$^1S$;$33.18$;2001;R, DK3, CCSD(T)
86;Rn;[\citenum{Soldán2001a}];$^1S_0$;$34.4374 \pm 0.0001$;2001;CCSD(T), ECP
86;Rn;[\citenum{Roos2004}];$^1S$;$32.6$;2004;R, DK, CASPT2
86;Rn;[\citenum{Lide2004, Doolen1987}];$^1S_0$;$36 \pm 5$;2004;R, Dirac, LDA
86;Rn;[\citenum{Nash2005}];$^1S_0$;$28.6$;2005;R, SOPP, CCSD(T)
86;Rn;[\citenum{Wesendrup2000, Labello2005}];$^1S_0$;$35.77$;2005;R, DK, CCSD(T)
86;Rn;[\citenum{Labello2005}];$^1S_0$;$35.47$;2005;CCSD, ECP
86;Rn;[\citenum{Chattopadhyay2012}];$^1S_0$;$35.391$;2012;R, RPA, PolPot
86;Rn;[\citenum{Sulzer2012}];$^1S_0$;$35.87$;2012;R, DFT, DC, PBE38
86;Rn;[\citenum{Pantazis2012}];$^1S_0$;$34.89$;2012;R, DKH2, B3LYP, SARC
86;Rn;[\citenum{Pantazis2012}];$^1S_0$;$34.70$;2012;R, DKH2, B3LYP, UGBS
86;Rn;[\citenum{Sulzer2012}];$^1S_0$;$33.62$;2012;R, DFT, sfDC, PBE38
86;Rn;[\citenum{Hohm2012, Pershina2008}];$^1S_0$;$35.04 \pm 1.8$;2012;R, Dirac, CCSD(T)
86;Rn;[\citenum{Borschevsky2015}];$^1S_0$;$35.0$;2015;R, Dirac, CCSD(T)
86;Rn;[\citenum{Dzuba2016b}];$^1S_0$;$34.2$;2016;R, RPA, PolPot
86;Rn;[\citenum{Gould2016a}];$^1S_0$;$32.2$;2016;TD-DFT (LEXX)
86;Rn;[\citenum{gobre2016efficient}];$^1S_0$;$33.54$;2016;LR-CCSD
86;Rn;[\citenum{Sahoo2018, Smits2018}];$^1S_0$;$37.0 \pm 0.5$;2018;R, CCSD(T)
86;Rn;[\citenum{Smits2018}];$^1S_0$;$35.3$;2018;R, Dirac-Gaunt, CCSD(T)
86;Rn;[\citenum{Dzuba2018a}];$^1S_0$;$35.00$;2018;R, RPA
86;Rn;[\citenum{A.Manz2019}];$^1S_0$;$32.8$;2019;ECP, CCSD
86;Rn;[\citenum{Schwerdtfeger2019}];$--$;$35 \pm 2$;2019;recommended
86;Rn;[\citenum{Flambaum2020}];$^1S_0$;$35$;2020;R, RPA
86;Rn;[\citenum{Dutta2020}];$^1S_0$;$34.66$;2020;R, DHF, MBPT
86;Rn;[\citenum{McNeill2020}];$^1S_0$;$36.14$;2020;R, DK, CCSD(T)
86;Rn;[\citenum{Kumar2021}];$^1S_0$;$35.53 \pm 0.36$;2021;PRCC(T)+Breit+QED
86;Rn;[\citenum{Centoducatte2022}];$^1S_0$;$34.6$;2022;R (ZORA), DFT (B3LYP)
86;Rn;[\citenum{Neto2023}];$^1S_0$;$30.9$;2023;R (ATZP-ZORA), DFT (B3LYP)
87;Fr;[\citenum{Lim2005}];$^2S$;$315.2$;2005;R, DK, CCSD(T), AE
87;Fr;[\citenum{Safronova2007}];$^2S_{1/2}$;$313.7$;2007;R, DF, RPA, MBPT
87;Fr;[\citenum{Derevianko1999, Derevianko2010}];$^2S_{1/2}$;$317.8 \pm 2.4$;2010;R, Dirac, SD all orders + experimental data
87;Fr;[\citenum{Borschevsky2013}];$^2S_{1/2}$;$311.5$;2013;R, Dirac, CCSD(T)
87;Fr;[\citenum{gobre2016efficient}];$^2S_{1/2}$;$317.8$;2016;LR-CCSD
87;Fr;[\citenum{Singh2016a}];$^2S_{1/2}$;$316.8$;2016;R, Dirac-Fock, CCSD(T)
87;Fr;[\citenum{Schwerdtfeger2019}];$--$;$317.8 \pm 2.4$;2019;recommended
87;Fr;[\citenum{Aoki2021}];$^2S_{1/2}$;$317.1 \pm 1.3$;2021;R, Dirac-HF, CCSD
87;Fr;[\citenum{Smialkowski2021}];$^2S_{1/2}$;$325.8$;2021;SR, CCSD(T), ECP
87;Fr;[\citenum{Kaur2022a}];$^2S_{1/2}$;$316.6 \pm 2.4$;2022;R, all orders, Dirac-Fock, RPA
87;Fr;[\citenum{Badhan2022}];$^2S_{1/2}$;$316.6 \pm 1.5$;2022;R, Dirac-HF, perturbative singles + doubles method, RPA
88;Ra;[\citenum{Lim2004}];$^1S_0$;$248.56$;2004;R, DK + SO, CCSD(T)
88;Ra;[\citenum{Maroulis2006, Lim2004}];$^1S_0$;$246.2 \pm 4.9$;2006;R, DK + SO, CCSD(T)
88;Ra;[\citenum{Borschevsky2013a}];$^1S_0$;$242.8$;2013;R, Dirac + Gaunt, CCSD(T)
88;Ra;[\citenum{Chattopadhyay2014}];$^1S_0$;$242.42$;2014;\makecell{R, Dirac + Breit, perturbed relativistic \\coupled-cluster theory (PRCC)}
88;Ra;[\citenum{Dzuba2016b}];$^1S_0$;$232$;2016;R, RPA, PolPot
88;Ra;[\citenum{gobre2016efficient}];$^1S_0$;$246.2$;2016;LR-CCSD
88;Ra;[\citenum{Sahoo2018}];$^1S_0$;$236 \pm 15$;2018;R, CCSD(T)
88;Ra;[\citenum{Bala2019}];$^1S_0$;$248.5$;2019;R, KRCISD/aug-QZ
88;Ra;[\citenum{Schwerdtfeger2019}];$--$;$246 \pm 4$;2019;recommended
88;Ra;[\citenum{Dutta2020}];$^1S_0$;$247.838$;2020;R, DHF, MBPT
88;Ra;[\citenum{Flambaum2020}];$^1S_0$;$250$;2020;R, CI+MBPT
88;Ra;[\citenum{Smialkowski2021}];$^1S_0$;$250.5$;2021;SR, CCSD(T), ECP
89;Ac;[\citenum{Lide2004, Doolen1987}];$^2D_{3/2}, 6d^1$;$217 \pm 44$;2004;R, Dirac, LDA
89;Ac;[\citenum{Dzuba2014}];$^2D_{3/2}, 6d^1$;$203.3$;2014;"\makecell{R, Dirac, CI + MBPT + CP(RPA); ($\alpha_D$ = 141.9 for the $7s^2 7p^1$ configuration)}"
89;Ac;[\citenum{Schwerdtfeger2019}];$--$;$203 \pm 12$;2019;recommended
89;Ac;[\citenum{Flambaum2020}];$^2D_{3/2}, 6d^1$;$195$;2020;R, CI+MBPT
90;Th;[\citenum{Lide2004, Doolen1987}];$6d^2$;$217 \pm 54$;2004;R, Dirac, LDA
90;Th;[\citenum{Hohm2012}];$6d^2$;$166.7$;2012;Estimated from correlation with ionization energies
90;Th;[\citenum{Schwerdtfeger2019}];$--$;$217 \pm 54$;2019;recommended
91;Pa;[\citenum{Lide2004, Doolen1987}];$5f^2 6d^1$;$171 \pm 34$;2004;R, Dirac, LDA
91;Pa;[\citenum{Dzuba2014}];$5f^2 6d^1$;$154.4$;2014;"\makecell{R, Dirac, CI + MBPT + CP(RPA); \\($\alpha_D$ = 151.9 for the $5f^2 6d^2 7s^1$ configuration)}"
91;Pa;[\citenum{Schwerdtfeger2019}];$--$;$154 \pm 20$;2019;recommended
91;Pa;[\citenum{Flambaum2020}];$5f^2 6d^1$;$170$;2020;R, CI+MBPT
92;U;[\citenum{Kadar-Kallen1994}];$^5L_6, 5f^3 6d^1$;$137 \pm 9$;1994;exp.
92;U;[\citenum{Lide2004, Doolen1987}];$5f^3 6d^1$;$153 \pm 38$;2004;R, Dirac, LDA
92;U;[\citenum{Dzuba2014}];$5f^3 6d^1$;$127.8$;2014;"\makecell{R, Dirac, CI + MBPT + CP(RPA); ($\alpha_D$ = 153.2 for the $5f^4$ configuration)}"
92;U;[\citenum{Schwerdtfeger2019}];$--$;$129 \pm 17$;2019;recommended
92;U;[\citenum{Flambaum2020}];$5f^3 6d^1$;$165$;2020;R, CI+MBPT
93;Np;[\citenum{Lide2004, Doolen1987}];$5f^4 6d^1$;$167 \pm 42$;2004;R, Dirac, LDA
93;Np;[\citenum{Dzuba2014}];$5f^4 6d^1$;$150.5$;2014;"\makecell{R, Dirac, CI + MBPT + CP(RPA); \\($\alpha_D$ = 127.5 for the $5f^5$ configuration)}"
93;Np;[\citenum{Schwerdtfeger2019}];$--$;$151 \pm 20$;2019;recommended
93;Np;[\citenum{Flambaum2020}];$5f^4 6d^1$;$160$;2020;R, CI+MBPT
94;Pu;[\citenum{Lide2004, Doolen1987}];$5f^6$;$165 \pm 41$;2004;R, Dirac, LDA
94;Pu;[\citenum{Dzuba2014}];$5f^6$;$132.2$;2014;"\makecell{R, Dirac, CI + MBPT + CP(RPA); \\($\alpha_D$ = 147.6 for the $5f^5 6d^1$ configuration)}"
94;Pu;[\citenum{Schwerdtfeger2019}];$--$;$132 \pm 20$;2019;recommended
94;Pu;[\citenum{Flambaum2020}];$5f^6$;$144$;2020;R, CI+MBPT
95;Am;[\citenum{Lide2004, Doolen1987}];$5f^7$;$157 \pm 39$;2004;R, Dirac, LDA
95;Am;[\citenum{Roos2005a}];$5f^7$;$116 \pm 29$;2005;R, DK, CASPT2
95;Am;[\citenum{Dzuba2014}];$5f^7$;$131.2$;2014;"\makecell{R, Dirac, CI + MBPT + CP(RPA); \\($\alpha_D$ = 144.7 for the $5f^6 6d^1$ configuration)}"
95;Am;[\citenum{Martins2016}];$5f^7$;$122.4$;2016;R, DFT, DKH, B3LYP
95;Am;[\citenum{Schwerdtfeger2019}];$--$;$131 \pm 25$;2019;recommended
96;Cm;[\citenum{Lide2004, Doolen1987}];$5f^7 6d^1$;$155 \pm 39$;2004;R, Dirac, LDA
96;Cm;[\citenum{Dzuba2014}];$5f^7 6d^1$;$143.6$;2014;"\makecell{R, Dirac, CI + MBPT + CP(RPA); \\($\alpha_D$ = 128.6 for the $5f^8$ configuration)}"
96;Cm;[\citenum{Schwerdtfeger2019}];$--$;$144 \pm 25$;2019;recommended
97;Bk;[\citenum{Lide2004, Doolen1987}];$5f^9$;$153 \pm 38$;2004;R, Dirac, LDA
97;Bk;[\citenum{Dzuba2014}];$5f^9$;$125.3$;2014;"\makecell{R, Dirac, CI + MBPT + CP(RPA); \\($\alpha_D$ = 141.6 for the $5f^8 6d^1$ configuration)}"
97;Bk;[\citenum{Schwerdtfeger2019}];$--$;$125 \pm 25$;2019;recommended
98;Cf;[\citenum{Lide2004, Doolen1987}];$5f^{10}$;$138 \pm 34$;2004;R, Dirac, LDA
98;Cf;[\citenum{Dzuba2014}];$5f^{10}$;$121.5$;2014;"\makecell{R, Dirac, CI + MBPT + CP(RPA); \\($\alpha_D$ = 142.3 for the $5f^9 6d^1$ configuration)}"
98;Cf;[\citenum{Schwerdtfeger2019}];$--$;$122 \pm 20$;2019;recommended
99;Es;[\citenum{Lide2004, Doolen1987}];$5f^{11}$;$133 \pm 33$;2004;R, Dirac, LDA
99;Es;[\citenum{Dzuba2014}];$5f^{11}$;$117.5$;2014;"\makecell{R, Dirac, CI + MBPT + CP(RPA); \\($\alpha_D$ = 146.1 for the $5f^{{10}} 6d^1$ configuration)}"
99;Es;[\citenum{Schwerdtfeger2019}];$--$;$118 \pm 20$;2019;recommended
100;Fm;[\citenum{Lide2004, Doolen1987}];$5f^{12}$;$161 \pm 40$;2004;R, Dirac, LDA
100;Fm;[\citenum{Dzuba2014}];$5f^{12}$;$113.4$;2014;"\makecell{R, Dirac, CI + MBPT + CP(RPA); \\($\alpha_D$ = 155.6 for the $5f^{{11}} 6d^1$ configuration)}"
100;Fm;[\citenum{Schwerdtfeger2019}];$--$;$113 \pm 20$;2019;recommended
101;Md;[\citenum{Lide2004, Doolen1987}];$5f^{13}$;$123 \pm 31$;2004;R, Dirac, LDA
101;Md;[\citenum{Dzuba2014}];$5f^{13}$;$109.4$;2014;"\makecell{R, Dirac, CI + MBPT + CP(RPA); \\($\alpha_D$ = 179.6 for the $5f^{{12}} 6d^1$ configuration)}"
101;Md;[\citenum{Schwerdtfeger2019}];$--$;$109 \pm 20$;2019;recommended
102;No;[\citenum{Lide2004, Doolen1987}];$^1S_0, 5f^{14}$;$118 \pm 30$;2004;R, Dirac, LDA
102;No;[\citenum{Thierfelder2009}];$^1S_0, 5f^{14}$;$110.8 \pm 5.5$;2009;R, Dirac + Gaunt, CCSD(T)
102;No;[\citenum{Thierfelder2009}];$^1S_0, 5f^{14}$;$115.64$;2009;R, DK, CCSD(T)
102;No;[\citenum{Dzuba2014}];$^1S_0, 5f^{14}$;$105.4$;2014;"\makecell{R, Dirac, CI + MBPT + CP(RPA); \\($\alpha_D$ = 267.8 for the $5f^{14} 7s 7p^1$ configuration)}"
102;No;[\citenum{Dzuba2014, Dzuba2014a}];$^1S_0, 5f^{14}$;$112 \pm 6$;2014;R, DF, CI + MBPT + Breit + QED
102;No;[\citenum{Dzuba2014, Dzuba2014a}];$^1S_0, 5f^{14}$;$110 \pm 8$;2014;R, DF, CI + all-order + Breit + QED
102;No;[\citenum{Dzuba2016b}];$^1S_0, 5f^{14}$;$114$;2016;R, RPA, PolPot
102;No;[\citenum{Yoshizawa2016}];$^1S_0, 5f^{14}$;$107.77$;2016;R, DFT, CAM-B3LYP, 2c-NESC
102;No;[\citenum{Martins2016}];$^1S_0, 5f^{14}$;$115.6$;2016;R, DFT, DKH, B3LYP
102;No;[\citenum{Schwerdtfeger2019}];$--$;$110 \pm 6$;2019;recommended
103;Lr;[\citenum{Dzuba2014a}];$7p^1$;$323 \pm 80$;2014;R, DF, CI + all-order + Breit + QED
103;Lr;[\citenum{Dzuba2014a}];$7p^1$;$320 \pm 80$;2014;R, DF, CI + MBPT + Breit + QED
103;Lr;[\citenum{Srivastava2016}];$7p^1$;$225.2$;2016;R, DK, DFT, CAM-B3LYP
103;Lr;[\citenum{Schwerdtfeger2019}];$--$;$320 \pm 20$;2019;recommended
104;Rf;[\citenum{Dzuba2014a}];$6d^2$;$107 \pm 5$;2014;R, DF, CI + MBPT + Breit + QED
104;Rf;[\citenum{Dzuba2014a}];$6d^2$;$115 \pm 13$;2014;R, DF, CI + all-order + Breit + QED
104;Rf;[\citenum{Schwerdtfeger2019}];$--$;$112 \pm 10$;2019;recommended
105;Db;[\citenum{Dzuba2016b}];$6d^3$;$42.5$;2016;R, RPA, PolPot
105;Db;[\citenum{Dzuba2016b}];$6d^3$;$42 \pm 4$;2016;R, RPA, PolPot (value recommended by authors)
105;Db;[\citenum{Schwerdtfeger2019}];$--$;$42 \pm 4$;2019;recommended
106;Sg;[\citenum{Dzuba2016b}];$6d^4$;$40.7$;2016;R, RPA, PolPot
106;Sg;[\citenum{Dzuba2016b}];$6d^4$;$40 \pm 4$;2016;R, RPA, PolPot (value recommended by authors)
106;Sg;[\citenum{Schwerdtfeger2019}];$--$;$40 \pm 4$;2019;recommended
107;Bh;[\citenum{Dzuba2016b}];$6d^5$;$38.4$;2016;R, RPA, PolPot
107;Bh;[\citenum{Dzuba2016b}];$6d^5$;$38 \pm 4$;2016;R, RPA, PolPot (value recommended by authors)
107;Bh;[\citenum{Schwerdtfeger2019}];$--$;$38 \pm 4$;2019;recommended
108;Hs;[\citenum{Dzuba2016b}];$6d^6$;$36.2$;2016;R, RPA, PolPot
108;Hs;[\citenum{Dzuba2016b}];$6d^6$;$36 \pm 4$;2016;R, RPA, PolPot (value recommended by authors)
108;Hs;[\citenum{Schwerdtfeger2019}];$--$;$36 \pm 4$;2019;recommended
109;Mt;[\citenum{Dzuba2016b}];$6d^7$;$34.2$;2016;R, RPA, PolPot
109;Mt;[\citenum{Dzuba2016b}];$6d^7$;$34 \pm 3$;2016;R, RPA, PolPot (value recommended by authors)
109;Mt;[\citenum{Schwerdtfeger2019}];$--$;$34 \pm 3$;2019;recommended
110;Ds;[\citenum{Dzuba2016b}];$6d^8$;$32.3$;2016;R, RPA, PolPot
110;Ds;[\citenum{Dzuba2016b}];$6d^8$;$32 \pm 3$;2016;R, RPA, PolPot (recommended value by authors)
110;Ds;[\citenum{Schwerdtfeger2019}];$--$;$32 \pm 3$;2019;recommended
111;Rg;[\citenum{Seth1996}];$6d^9$;$31.6$;1996;ARPP, CCSD(T)
111;Rg;[\citenum{Dzuba2016b}];$6d^9$;$30.6$;2016;R, RPA, PolPot
111;Rg;[\citenum{Dzuba2016b}];$6d^9$;$30 \pm 3$;2016;R, RPA, PolPot (value recommended by authors)
111;Rg;[\citenum{Schwerdtfeger2019}];$--$;$32 \pm 6$;2019;recommended
112;Cn;[\citenum{Seth1997}];$^1S_0, 6d^{10}$;$25.82$;1997;R, PP, CCSD(T)
112;Cn;[\citenum{Nash2005}];$^1S_0, 6d^{10}$;$28.68$;2005;R, SOPP, CCSD(T)
112;Cn;[\citenum{Pershina2008b}];$^1S_0, 6d^{10}$;$27.64$;2008;R, Dirac, CCSD(T)
112;Cn;[\citenum{Pershina2008b}];$^1S_0, 6d^{10}$;$27.40$;2008;R, Dirac, CCSD(T)
112;Cn;[\citenum{Dzuba2016b}];$^1S_0, 6d^{10}$;$28.2$;2016;R, RPA, PolPot
112;Cn;[\citenum{Dzuba2016b}];$^1S_0, 6d^{10}$;$28 \pm 4$;2016;R, RPA, PolPot (value recommended by authors)
112;Cn;[\citenum{Schwerdtfeger2019}];$--$;$28 \pm 2$;2019;recommended
112;Cn;[\citenum{Kumar2021}];$^1S_0, 6d^{10}$;$27.44 \pm 0.88$;2021;PRCC(T)+Breit+QED
113;Nh;[\citenum{Pershina2008a}];$^2P_{1/2}$;$29.85$;2008;R, Dirac, FS-CCSD
113;Nh;[\citenum{Dzuba2016}];$^2P_{1/2}$;$28.8$;2016;R, Dirac+Breit+QED, SD+CI, RPA
113;Nh;[\citenum{Schwerdtfeger2019}];$--$;$29 \pm 2$;2019;recommended
114;Fl;[\citenum{Nash2005}];$^3P_0$;$34.35$;2005;R, SOPP, CCSD(T)
114;Fl;[\citenum{Thierfelder2008}];$^3P_0$;$31.87$;2008;R, Dirac + Gaunt, CCSD(T)
114;Fl;[\citenum{Pershina2008b}];$^3P_0$;$30.59$;2008;R, Dirac, CCSD(T)
114;Fl;[\citenum{Pershina2008b}];$^3P_0$;$29.52$;2008;estimate
114;Fl;[\citenum{Thierfelder2008}];$^3P_0$;$31.0$;2008;R, Dirac + Gaunt, CCSD(T)
114;Fl;[\citenum{Dzuba2016}];$^3P_0$;$31.4$;2016;R, Dirac + Breit + QED, SD + CI, RPA
114;Fl;[\citenum{Schwerdtfeger2019}];$--$;$31 \pm 4$;2019;recommended
115;Mc;[\citenum{Pershina2014}];$^4S_{3/2}$;$66$;2014;Estimated via correlation with $R_\text{max}(np_{3/2})$
115;Mc;[\citenum{Dzuba2016}];$^4S_{3/2}$;$70.5$;2016;R, Dirac + Breit + QED, SD + CI, RPA
115;Mc;[\citenum{Schwerdtfeger2019}];$--$;$71 \pm 20$;2019;recommended
116;Lv;[\citenum{Pershina2014}];$^3P_2$;$61.17$;2014;Estimated via correlation with $R_\text{max}(np_{3/2})$
116;Lv;[\citenum{Schwerdtfeger2019}];$--$;$67 \pm 10$;2019;recommended
117;Ts;[\citenum{Pershina2014}];$^2P_{3/2}$;$52.24$;2014;Estimated via correlation with $R_\text{max}(np_{3/2})$
117;Ts;[\citenum{deFarias2017}];$^2P_{3/2}$;$76.3$;2017;empirical estimate
117;Ts;[\citenum{Schwerdtfeger2019}];$--$;$76 \pm 15$;2019;recommended
118;Og;[\citenum{Nash2005}];$^1S_0$;$52.4$;2005;R, SOPP, CCSD(T)
118;Og;[\citenum{Pershina2008}];$^1S_0$;$46.33$;2008;R, Dirac, CCSD(T)
118;Og;[\citenum{Dzuba2016b}];$^1S_0$;$59.0/57.2$;2016;R, RPA, PolPot
118;Og;[\citenum{Dzuba2016b}];$^1S_0$;$57 \pm 3$;2016;R, RPA, PolPot
118;Og;[\citenum{Jerabek2018}];$^1S_0$;$57.98$;2018;R, Dirac + Gaunt, CCSD(T)
118;Og;[\citenum{Schwerdtfeger2019}];$--$;$58 \pm 6$;2019;recommended
118;Og;[\citenum{Kumar2021}];$^1S_0$;$56.5 \pm 1.8$;2021;PRCC(T)+Breit+QED
119;Uue;[\citenum{Lim1999}];$^2S$;$169$;1999;R, Dirac, CCSD(T)
119;Uue;[\citenum{Lim2005}];$^2S$;$163.7$;2005;R, DK, CCSD(T), ARPP
119;Uue;[\citenum{Lim2005}];$^2S$;$166.0$;2005;R, DK, CCSD(T), AE
119;Uue;[\citenum{Borschevsky2013}];$^2S_{1/2}$;$169.7$;2013;R, Dirac, CCSD(T)
119;Uue;[\citenum{Schwerdtfeger2019}];$--$;$169 \pm 4$;2019;recommended
120;Ubn;[\citenum{Borschevsky2013a}];$^1S_0$;$162.6$;2013;R, Dirac + Gaunt, CCSD(T)
120;Ubn;[\citenum{Dzuba2016b}];$^1S_0$;$147$;2016;R, RPA, PolPot
120;Ubn;[\citenum{Dzuba2016b}];$^1S_0$;$159 \pm 10$;2016;R, RPA, PolPot
120;Ubn;[\citenum{Schwerdtfeger2019}];$--$;$159 \pm 10$;2019;recommended
